evento_id,entidade_id,split,n_eventos_anteriores,churn_rotulo,churn_baseline,next_category_rotulo,next_category_baseline,next_value_rotulo,next_value_baseline,ltv_rotulo,ltv_baseline
2794,348.663.134-98,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
12306,348.724.961-83,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
82901,348.768.634-15,test,0,0.0,101.99133428646456,Máquinas,Defensivos,4.0,0,,2.0
85083,348.768.634-15,test,1,1.0,25.0,Fertilizantes,Fertilizantes,9.0,8.0,,2.0
97874,348.768.634-15,test,2,,80.0,,Fertilizantes,,8.0,,2.0
52081,348.843.443-59,train,0,1.0,101.99133428646456,Sementes,Defensivos,3.0,0,9.0,2.0
63504,348.843.443-59,train,1,0.0,132.0,Máquinas,Máquinas,9.0,6.0,9.0,9.0
63836,348.843.443-59,train,2,1.0,67.5,Fertilizantes,Máquinas,9.0,6.0,2.0,9.0
94879,348.843.443-59,test,3,,161.0,,Máquinas,,6.0,,9.0
20394,348.904.715-02,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
26785,348.940.793-80,train,0,1.0,101.99133428646456,Defensivos,Defensivos,9.0,0,2.0,2.0
58817,348.940.793-80,train,1,1.0,362.0,,Máquinas,,1.0,2.0,2.0
20470,348.953.327-56,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
7271,349.010.519-20,train,0,0.0,101.99133428646456,Defensivos,Defensivos,4.0,0,3.0,2.0
8274,349.010.519-20,train,1,1.0,11.0,Defensivos,Sementes,5.0,2.0,3.0,3.0
23656,349.010.519-20,train,2,0.0,91.5,Sementes,Sementes,4.0,2.0,2.0,3.0
25137,349.010.519-20,train,3,1.0,67.0,Sementes,Defensivos,2.0,2.0,2.0,3.0
46063,349.010.519-20,train,4,0.0,109.0,Sementes,Defensivos,1.0,4.0,2.0,3.0
50392,349.010.519-20,train,5,1.0,97.0,Defensivos,Sementes,4.0,4.0,2.0,2.0
84689,349.010.519-20,test,6,1.0,145.83333333333334,,Sementes,,4.0,,2.0
34792,349.108.537-31,train,0,0.0,101.99133428646456,Fertilizantes,Defensivos,7.0,0,3.0,2.0
34877,349.108.537-31,train,1,1.0,1.0,Fertilizantes,Máquinas,0.0,0.0,2.0,3.0
56985,349.108.537-31,train,2,0.0,125.5,Fertilizantes,Máquinas,1.0,0.0,3.0,3.0
61768,349.108.537-31,train,3,0.0,102.33333333333333,Fertilizantes,Fertilizantes,2.0,0.0,3.0,3.0
68973,349.108.537-31,train,4,0.0,97.25,Fertilizantes,Fertilizantes,1.0,0.0,2.0,3.0
76052,349.108.537-31,val,5,1.0,93.8,Defensivos,Fertilizantes,6.0,0.0,3.0,3.0
91462,349.108.537-31,test,6,,107.0,,Fertilizantes,,0.0,,3.0
19037,349.175.445-30,train,0,0.0,101.99133428646456,Defensivos,Defensivos,3.0,0,3.0,2.0
25694,349.175.445-30,train,1,0.0,76.0,Defensivos,Defensivos,0.0,9.0,2.0,3.0
25715,349.175.445-30,train,2,1.0,38.5,Defensivos,Defensivos,0.0,9.0,2.0,3.0
75618,349.175.445-30,val,3,1.0,214.33333333333334,Sementes,Defensivos,4.0,9.0,2.0,2.0
93558,349.175.445-30,test,4,0.0,210.75,Sementes,Defensivos,8.0,0.0,,2.0
98890,349.175.445-30,test,5,,178.4,,Defensivos,,0.0,,2.0
27174,349.290.583-84,train,0,0.0,101.99133428646456,Defensivos,Defensivos,0.0,0,4.0,2.0
36868,349.290.583-84,train,1,0.0,108.0,Sementes,Sementes,4.0,4.0,6.0,4.0
38900,349.290.583-84,train,2,0.0,65.0,Sementes,Sementes,7.0,4.0,6.0,4.0
42869,349.290.583-84,train,3,0.0,58.666666666666664,Máquinas,Sementes,2.0,4.0,6.0,6.0
44413,349.290.583-84,train,4,0.0,48.5,Sementes,Sementes,8.0,4.0,5.0,6.0
45463,349.290.583-84,train,5,1.0,41.0,Defensivos,Sementes,8.0,4.0,4.0,6.0
57656,349.290.583-84,train,6,0.0,57.333333333333336,Sementes,Sementes,3.0,4.0,5.0,6.0
62742,349.290.583-84,train,7,0.0,57.57142857142857,Defensivos,Sementes,9.0,4.0,7.0,6.0
63730,349.290.583-84,train,8,1.0,51.875,Máquinas,Sementes,4.0,4.0,6.0,6.0
77276,349.290.583-84,val,9,0.0,63.111111111111114,Sementes,Sementes,1.0,4.0,2.0,6.0
77442,349.290.583-84,val,10,1.0,57.0,Sementes,Sementes,1.0,4.0,2.0,6.0
98556,349.290.583-84,test,11,,72.45454545454545,,Sementes,,4.0,,6.0
18731,349.293.266-56,train,0,1.0,101.99133428646456,Sementes,Defensivos,4.0,0,2.0,2.0
51224,349.293.266-56,train,1,1.0,367.0,,Máquinas,,7.0,2.0,2.0
10132,349.362.104-39,train,0,0.0,101.99133428646456,Fertilizantes,Defensivos,4.0,0,3.0,2.0
16831,349.362.104-39,train,1,1.0,74.0,Fertilizantes,Fertilizantes,6.0,5.0,2.0,3.0
54733,349.362.104-39,train,2,0.0,251.5,Fertilizantes,Fertilizantes,1.0,5.0,2.0,3.0
61489,349.362.104-39,train,3,1.0,194.0,Defensivos,Fertilizantes,7.0,5.0,2.0,2.0
84060,349.362.104-39,test,4,1.0,209.25,Fertilizantes,Fertilizantes,5.0,5.0,,2.0
97062,349.362.104-39,test,5,0.0,195.4,Fertilizantes,Fertilizantes,9.0,5.0,,2.0
99408,349.362.104-39,test,6,,166.0,,Fertilizantes,,5.0,,2.0
9348,349.367.170-96,train,0,0.0,101.99133428646456,Fertilizantes,Defensivos,1.0,0,7.0,2.0
10957,349.367.170-96,train,1,0.0,17.0,Defensivos,Defensivos,3.0,8.0,7.0,7.0
11448,349.367.170-96,train,2,0.0,11.0,Defensivos,Defensivos,8.0,8.0,7.0,7.0
12054,349.367.170-96,train,3,0.0,10.0,Sementes,Defensivos,6.0,8.0,6.0,7.0
15437,349.367.170-96,train,4,0.0,16.5,Máquinas,Defensivos,2.0,8.0,7.0,7.0
17129,349.367.170-96,train,5,0.0,17.2,Defensivos,Defensivos,7.0,8.0,5.0,7.0
24027,349.367.170-96,train,6,0.0,27.5,Defensivos,Defensivos,1.0,8.0,6.0,7.0
25785,349.367.170-96,train,7,0.0,26.428571428571427,Defensivos,Defensivos,5.0,8.0,5.0,7.0
29420,349.367.170-96,train,8,0.0,28.125,Defensivos,Defensivos,7.0,8.0,6.0,7.0
30921,349.367.170-96,train,9,0.0,26.88888888888889,Sementes,Defensivos,8.0,8.0,5.0,7.0
34135,349.367.170-96,train,10,0.0,27.8,Fertilizantes,Defensivos,0.0,8.0,4.0,7.0
34273,349.367.170-96,train,11,0.0,25.454545454545453,Defensivos,Defensivos,7.0,8.0,4.0,7.0
44515,349.367.170-96,train,12,0.0,33.0,Defensivos,Defensivos,3.0,8.0,3.0,7.0
48486,349.367.170-96,train,13,0.0,33.84615384615385,Defensivos,Defensivos,0.0,8.0,3.0,7.0
48830,349.367.170-96,train,14,0.0,31.785714285714285,Defensivos,Defensivos,1.0,8.0,5.0,7.0
54133,349.367.170-96,train,15,0.0,33.666666666666664,Fertilizantes,Defensivos,5.0,8.0,9.0,7.0
61519,349.367.170-96,train,16,0.0,36.875,Defensivos,Defensivos,9.0,8.0,9.0,7.0
64367,349.367.170-96,train,17,0.0,36.64705882352941,Máquinas,Defensivos,9.0,8.0,9.0,7.0
66720,349.367.170-96,train,18,0.0,36.111111111111114,Defensivos,Defensivos,3.0,8.0,6.0,7.0
68270,349.367.170-96,train,19,0.0,35.1578947368421,Defensivos,Defensivos,3.0,8.0,6.0,7.0
68406,349.367.170-96,train,20,0.0,33.45,Defensivos,Defensivos,0.0,8.0,6.0,6.0
68476,349.367.170-96,train,21,0.0,31.904761904761905,Defensivos,Defensivos,5.0,3.0,6.0,6.0
69059,349.367.170-96,train,22,0.0,30.772727272727273,Defensivos,Defensivos,4.0,3.0,6.0,6.0
77251,349.367.170-96,val,23,0.0,33.43478260869565,Defensivos,Defensivos,3.0,3.0,6.0,6.0
77414,349.367.170-96,val,24,0.0,32.125,Defensivos,Defensivos,4.0,3.0,6.0,6.0
77773,349.367.170-96,val,25,0.0,30.96,Defensivos,Defensivos,6.0,3.0,5.0,6.0
79664,349.367.170-96,val,26,0.0,30.615384615384617,Defensivos,Defensivos,9.0,3.0,7.0,6.0
80229,349.367.170-96,val,27,0.0,29.703703703703702,Fertilizantes,Defensivos,0.0,3.0,7.0,6.0
83269,349.367.170-96,test,28,0.0,29.857142857142858,Defensivos,Defensivos,3.0,3.0,,6.0
85532,349.367.170-96,test,29,0.0,29.724137931034484,Defensivos,Defensivos,3.0,3.0,,6.0
92210,349.367.170-96,test,30,0.0,31.2,Sementes,Defensivos,2.0,3.0,,6.0
94000,349.367.170-96,test,31,0.0,30.806451612903224,Sementes,Defensivos,9.0,3.0,,6.0
95335,349.367.170-96,test,32,0.0,30.28125,Defensivos,Defensivos,9.0,3.0,,6.0
95831,349.367.170-96,test,33,0.0,29.515151515151516,Defensivos,Defensivos,9.0,3.0,,6.0
96598,349.367.170-96,test,34,0.0,28.852941176470587,Defensivos,Defensivos,1.0,3.0,,6.0
96600,349.367.170-96,test,35,,28.02857142857143,,Defensivos,,3.0,,6.0
21442,349.395.325-93,train,0,1.0,101.99133428646456,Defensivos,Defensivos,0.0,0,2.0,2.0
70828,349.395.325-93,train,1,1.0,563.0,,Máquinas,,4.0,2.0,2.0
28918,349.531.316-81,train,0,0.0,101.99133428646456,Fertilizantes,Defensivos,0.0,0,2.0,2.0
37921,349.531.316-81,train,1,1.0,102.0,Máquinas,Fertilizantes,1.0,0.0,2.0,2.0
80789,349.531.316-81,val,2,1.0,294.5,Sementes,Fertilizantes,1.0,0.0,2.0,2.0
97939,349.531.316-81,test,3,,258.0,,Fertilizantes,,0.0,,2.0
640,349.554.217-50,train,0,1.0,101.99133428646456,Sementes,Defensivos,0.0,0,2.0,2.0
48693,349.554.217-50,train,1,0.0,529.0,Fertilizantes,Fertilizantes,6.0,9.0,3.0,2.0
57309,349.554.217-50,train,2,0.0,313.5,Sementes,Fertilizantes,1.0,9.0,2.0,2.0
58818,349.554.217-50,train,3,1.0,215.0,Sementes,Fertilizantes,0.0,9.0,2.0,2.0
71942,349.554.217-50,train,4,1.0,199.0,Defensivos,Fertilizantes,3.0,9.0,2.0,2.0
87130,349.554.217-50,test,5,0.0,193.4,Fertilizantes,Sementes,0.0,0.0,,2.0
93264,349.554.217-50,test,6,,172.16666666666666,,Sementes,,0.0,,2.0
4345,349.711.431-65,train,0,1.0,101.99133428646456,Defensivos,Defensivos,7.0,0,2.0,2.0
97299,349.711.431-65,test,1,,1040.0,,Sementes,,9.0,,2.0
40551,349.766.607-61,train,0,0.0,101.99133428646456,Fertilizantes,Defensivos,6.0,0,3.0,2.0
46262,349.766.607-61,train,1,0.0,64.0,Sementes,Defensivos,0.0,6.0,2.0,3.0
50321,349.766.607-61,train,2,1.0,55.0,Defensivos,Defensivos,7.0,6.0,2.0,3.0
78434,349.766.607-61,val,3,1.0,143.66666666666666,,Defensivos,,6.0,2.0,2.0
183,349.845.737-32,train,0,0.0,101.99133428646456,Sementes,Defensivos,2.0,0,8.0,2.0
516,349.845.737-32,train,1,0.0,2.0,Máquinas,Defensivos,6.0,0.0,8.0,8.0
3403,349.845.737-32,train,2,0.0,13.0,Máquinas,Defensivos,1.0,0.0,7.0,8.0
6506,349.845.737-32,train,3,0.0,19.0,Máquinas,Defensivos,3.0,0.0,6.0,8.0
6525,349.845.737-32,train,4,0.0,14.25,Defensivos,Máquinas,7.0,0.0,3.0,8.0
16014,349.845.737-32,train,5,0.0,32.2,Máquinas,Máquinas,9.0,0.0,9.0,8.0
22930,349.845.737-32,train,6,1.0,40.0,Defensivos,Máquinas,8.0,0.0,6.0,8.0
34854,349.845.737-32,train,7,0.0,53.42857142857143,Máquinas,Máquinas,2.0,0.0,5.0,8.0
35387,349.845.737-32,train,8,1.0,47.625,Defensivos,Máquinas,7.0,0.0,2.0,8.0
53490,349.845.737-32,train,9,0.0,65.0,Defensivos,Máquinas,8.0,2.0,8.0,8.0
60671,349.845.737-32,train,10,0.0,66.8,Máquinas,Máquinas,7.0,2.0,8.0,8.0
62179,349.845.737-32,train,11,0.0,62.36363636363637,Máquinas,Máquinas,1.0,2.0,6.0,8.0
62561,349.845.737-32,train,12,0.0,57.5,Fertilizantes,Máquinas,7.0,7.0,5.0,8.0
68474,349.845.737-32,train,13,0.0,58.30769230769231,Fertilizantes,Máquinas,6.0,7.0,7.0,8.0
70412,349.845.737-32,train,14,0.0,55.714285714285715,Fertilizantes,Máquinas,7.0,7.0,7.0,8.0
71948,349.845.737-32,train,15,0.0,53.2,Máquinas,Máquinas,5.0,7.0,8.0,8.0
81896,349.845.737-32,val,16,0.0,56.8125,Máquinas,Máquinas,4.0,7.0,6.0,8.0
87508,349.845.737-32,test,17,1.0,57.23529411764706,,Máquinas,,7.0,,8.0
43052,349.885.716-96,train,0,1.0,101.99133428646456,Fertilizantes,Defensivos,0.0,0,2.0,2.0
58583,349.885.716-96,train,1,1.0,177.0,,Fertilizantes,,2.0,2.0,2.0
23462,350.142.357-86,train,0,0.0,101.99133428646456,Fertilizantes,Defensivos,0.0,0,2.0,2.0
34228,350.142.357-86,train,1,0.0,121.0,Sementes,Sementes,0.0,4.0,4.0,2.0
38228,350.142.357-86,train,2,0.0,83.5,Sementes,Sementes,9.0,4.0,4.0,2.0
41449,350.142.357-86,train,3,1.0,67.66666666666667,Sementes,Sementes,0.0,0.0,2.0,4.0
63250,350.142.357-86,train,4,0.0,113.0,Sementes,Sementes,8.0,0.0,6.0,4.0
70903,350.142.357-86,train,5,0.0,108.0,Máquinas,Sementes,3.0,0.0,8.0,4.0
74611,350.142.357-86,val,6,0.0,97.0,Máquinas,Sementes,6.0,0.0,7.0,4.0
79402,350.142.357-86,val,7,0.0,90.71428571428571,Sementes,Sementes,5.0,0.0,5.0,4.0
88151,350.142.357-86,test,8,0.0,91.75,Defensivos,Sementes,7.0,0.0,,4.0
90234,350.142.357-86,test,9,0.0,84.0,Defensivos,Sementes,7.0,0.0,,4.0
94637,350.142.357-86,test,10,,80.4,,Sementes,,0.0,,4.0
2054,350.229.788-65,train,0,0.0,101.99133428646456,Defensivos,Defensivos,8.0,0,9.0,2.0
3296,350.229.788-65,train,1,0.0,12.0,Fertilizantes,Defensivos,4.0,7.0,9.0,9.0
3550,350.229.788-65,train,2,0.0,7.5,Máquinas,Defensivos,9.0,7.0,9.0,9.0
9302,350.229.788-65,train,3,0.0,24.666666666666668,Máquinas,Defensivos,2.0,7.0,5.0,9.0
10082,350.229.788-65,train,4,0.0,20.75,Defensivos,Defensivos,4.0,7.0,4.0,9.0
18154,350.229.788-65,train,5,0.0,34.6,Defensivos,Defensivos,3.0,7.0,4.0,9.0
19434,350.229.788-65,train,6,0.0,31.166666666666668,Defensivos,Defensivos,2.0,4.0,3.0,9.0
22708,350.229.788-65,train,7,0.0,32.0,Defensivos,Defensivos,3.0,4.0,3.0,9.0
25630,350.229.788-65,train,8,0.0,32.375,Defensivos,Defensivos,0.0,4.0,2.0,9.0
30727,350.229.788-65,train,9,1.0,35.0,Máquinas,Defensivos,3.0,4.0,2.0,9.0
48212,350.229.788-65,train,10,0.0,51.2,Sementes,Defensivos,5.0,4.0,5.0,9.0
51357,350.229.788-65,train,11,0.0,49.81818181818182,Defensivos,Defensivos,5.0,3.0,5.0,9.0
53510,350.229.788-65,train,12,0.0,47.666666666666664,Defensivos,Defensivos,6.0,3.0,5.0,9.0
55627,350.229.788-65,train,13,0.0,45.84615384615385,Defensivos,Defensivos,8.0,3.0,4.0,5.0
58845,350.229.788-65,train,14,1.0,45.285714285714285,Defensivos,Defensivos,3.0,3.0,2.0,5.0
73703,350.229.788-65,train,15,1.0,53.6,Defensivos,Defensivos,8.0,3.0,2.0,5.0
93184,350.229.788-65,test,16,,63.8125,,Defensivos,,3.0,,5.0
7703,350.234.924-00,train,0,1.0,101.99133428646456,Defensivos,Defensivos,0.0,0,2.0,2.0
57791,350.234.924-00,train,1,0.0,564.0,Defensivos,Defensivos,3.0,8.0,4.0,2.0
63599,350.234.924-00,train,2,0.0,316.0,Defensivos,Defensivos,6.0,8.0,7.0,2.0
65681,350.234.924-00,train,3,0.0,218.66666666666666,Máquinas,Defensivos,5.0,8.0,7.0,2.0
75452,350.234.924-00,val,4,0.0,191.75,Máquinas,Defensivos,5.0,8.0,6.0,7.0
84212,350.234.924-00,test,5,0.0,173.0,Sementes,Defensivos,6.0,8.0,,7.0
94142,350.234.924-00,test,6,,162.33333333333334,,Defensivos,,5.0,,7.0
86031,350.271.349-91,test,0,1.0,101.99133428646456,,Defensivos,,0,,2.0
63197,350.358.668-74,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
46109,350.381.807-36,train,0,1.0,101.99133428646456,Fertilizantes,Defensivos,5.0,0,2.0,2.0
67787,350.381.807-36,train,1,0.0,249.0,Fertilizantes,Sementes,9.0,8.0,5.0,2.0
68964,350.381.807-36,train,2,1.0,131.0,Máquinas,Sementes,2.0,8.0,2.0,2.0
89145,350.381.807-36,test,3,,163.0,,Fertilizantes,,8.0,,2.0
74977,350.702.677-52,val,0,0.0,101.99133428646456,Sementes,Defensivos,5.0,0,3.0,2.0
80437,350.702.677-52,val,1,1.0,60.0,Defensivos,Defensivos,1.0,6.0,2.0,3.0
98874,350.702.677-52,test,2,,128.0,,Defensivos,,6.0,,3.0
20217,350.761.741-28,train,0,1.0,101.99133428646456,Fertilizantes,Defensivos,3.0,0,2.0,2.0
51985,350.761.741-28,train,1,0.0,359.0,Máquinas,Máquinas,5.0,7.0,7.0,2.0
58137,350.761.741-28,train,2,0.0,214.5,Sementes,Máquinas,4.0,7.0,3.0,2.0
60131,350.761.741-28,train,3,1.0,151.0,Máquinas,Máquinas,1.0,7.0,2.0,2.0
90571,350.761.741-28,test,4,0.0,199.25,Defensivos,Máquinas,1.0,7.0,,2.0
97459,350.761.741-28,test,5,,173.6,,Máquinas,,7.0,,2.0
21515,350.782.927-48,train,0,1.0,101.99133428646456,Defensivos,Defensivos,3.0,0,2.0,2.0
82859,350.782.927-48,test,1,0.0,696.0,Máquinas,Máquinas,7.0,0.0,,2.0
85545,350.782.927-48,test,2,0.0,363.5,Máquinas,Máquinas,8.0,0.0,,2.0
92412,350.782.927-48,test,3,0.0,267.6666666666667,Sementes,Máquinas,0.0,0.0,,2.0
93222,350.782.927-48,test,4,0.0,203.0,Sementes,Máquinas,1.0,0.0,,2.0
94182,350.782.927-48,test,5,,164.4,,Máquinas,,0.0,,2.0
481,350.854.706-05,train,0,1.0,101.99133428646456,Máquinas,Defensivos,8.0,0,2.0,2.0
76134,350.854.706-05,val,1,1.0,843.0,,Sementes,,6.0,2.0,2.0
4818,350.858.863-72,train,0,0.0,101.99133428646456,Defensivos,Defensivos,7.0,0,3.0,2.0
12920,350.858.863-72,train,1,1.0,87.0,Sementes,Defensivos,8.0,1.0,2.0,3.0
38732,350.858.863-72,train,2,1.0,189.0,Defensivos,Defensivos,0.0,1.0,2.0,3.0
75295,350.858.863-72,val,3,1.0,265.0,,Defensivos,,1.0,2.0,2.0
79264,350.869.293-00,val,0,0.0,101.99133428646456,Fertilizantes,Defensivos,2.0,0,3.0,2.0
79756,350.869.293-00,val,1,0.0,6.0,Defensivos,Fertilizantes,2.0,4.0,2.0,3.0
87763,350.869.293-00,test,2,,48.0,,Fertilizantes,,4.0,,3.0
7014,350.944.467-11,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
5311,351.197.967-61,train,0,1.0,101.99133428646456,Defensivos,Defensivos,4.0,0,2.0,2.0
25978,351.197.967-61,train,1,1.0,231.0,Máquinas,Sementes,3.0,3.0,2.0,2.0
49604,351.197.967-61,train,2,0.0,248.0,Fertilizantes,Sementes,3.0,3.0,3.0,2.0
56844,351.197.967-61,train,3,1.0,192.66666666666666,Fertilizantes,Sementes,6.0,3.0,8.0,2.0
69282,351.197.967-61,train,4,0.0,180.5,Máquinas,Sementes,8.0,3.0,8.0,2.0
70366,351.197.967-61,train,5,1.0,147.0,,Fertilizantes,,3.0,2.0,2.0
1775,351.231.515-16,train,0,0.0,101.99133428646456,Fertilizantes,Defensivos,9.0,0,6.0,2.0
2343,351.231.515-16,train,1,1.0,5.0,,Fertilizantes,,9.0,2.0,6.0
18923,351.257.563-34,train,0,0.0,101.99133428646456,Defensivos,Defensivos,4.0,0,4.0,2.0
23513,351.257.563-34,train,1,0.0,53.0,Defensivos,Máquinas,1.0,5.0,3.0,4.0
26476,351.257.563-34,train,2,0.0,43.5,Defensivos,Máquinas,6.0,5.0,3.0,4.0
31447,351.257.563-34,train,3,1.0,47.333333333333336,Máquinas,Defensivos,6.0,5.0,8.0,3.0
42987,351.257.563-34,train,4,0.0,68.0,Máquinas,Defensivos,6.0,5.0,7.0,3.0
44024,351.257.563-34,train,5,0.0,57.0,Sementes,Defensivos,6.0,6.0,4.0,3.0
45580,351.257.563-34,train,6,0.0,50.333333333333336,Defensivos,Defensivos,4.0,6.0,3.0,3.0
56300,351.257.563-34,train,7,1.0,60.42857142857143,Defensivos,Defensivos,4.0,6.0,2.0,3.0
76994,351.257.563-34,val,8,0.0,82.5,Máquinas,Defensivos,2.0,6.0,5.0,3.0
79786,351.257.563-34,val,9,0.0,76.77777777777777,Defensivos,Defensivos,0.0,6.0,2.0,3.0
87357,351.257.563-34,test,10,1.0,77.7,,Defensivos,,6.0,,3.0
44199,351.270.139-67,train,0,1.0,101.99133428646456,,Defensivos,,0,2.0,2.0
61657,351.299.017-70,train,0,0.0,101.99133428646456,Fertilizantes,Defensivos,5.0,0,3.0,2.0
67119,351.299.017-70,train,1,1.0,62.0,Defensivos,Sementes,0.0,2.0,2.0,3.0
96230,351.299.017-70,test,2,0.0,192.5,Máquinas,Sementes,6.0,2.0,,3.0
96258,351.299.017-70,test,3,,128.66666666666666,,Sementes,,2.0,,3.0
28497,351.442.968-58,train,0,0.0,101.99133428646456,Fertilizantes,Defensivos,5.0,0,3.0,2.0
38214,351.442.968-58,train,1,0.0,109.0,Fertilizantes,Fertilizantes,5.0,1.0,4.0,3.0
44805,351.442.968-58,train,2,0.0,92.0,Fertilizantes,Fertilizantes,7.0,1.0,4.0,3.0
46702,351.442.968-58,train,3,1.0,68.33333333333333,Defensivos,Fertilizantes,0.0,5.0,2.0,4.0
84513,351.442.968-58,test,4,0.0,158.75,Fertilizantes,Fertilizantes,3.0,5.0,,4.0
86370,351.442.968-58,test,5,1.0,131.4,,Fertilizantes,,5.0,,4.0
697,351.456.539-21,train,0,0.0,101.99133428646456,Fertilizantes,Defensivos,5.0,0,9.0,2.0
1268,351.456.539-21,train,1,0.0,4.0,Máquinas,Sementes,6.0,3.0,9.0,9.0
6101,351.456.539-21,train,2,0.0,25.0,Defensivos,Sementes,3.0,3.0,8.0,9.0
6203,351.456.539-21,train,3,0.0,17.0,Máquinas,Sementes,7.0,3.0,8.0,9.0
6674,351.456.539-21,train,4,0.0,14.0,Máquinas,Sementes,2.0,3.0,6.0,9.0
7032,351.456.539-21,train,5,0.0,12.0,Máquinas,Máquinas,2.0,3.0,5.0,9.0
8428,351.456.539-21,train,6,0.0,12.5,Defensivos,Máquinas,6.0,3.0,3.0,9.0
18411,351.456.539-21,train,7,0.0,26.428571428571427,Máquinas,Máquinas,8.0,3.0,9.0,9.0
27517,351.456.539-21,train,8,0.0,36.25,Sementes,Máquinas,6.0,3.0,9.0,9.0
28841,351.456.539-21,train,9,0.0,33.77777777777778,Máquinas,Máquinas,9.0,3.0,9.0,9.0
30974,351.456.539-21,train,10,0.0,32.8,Defensivos,Máquinas,0.0,6.0,9.0,9.0
34381,351.456.539-21,train,11,0.0,33.27272727272727,Fertilizantes,Máquinas,8.0,6.0,9.0,9.0
34521,351.456.539-21,train,12,0.0,30.583333333333332,Máquinas,Máquinas,0.0,6.0,9.0,9.0
34780,351.456.539-21,train,13,0.0,28.53846153846154,Máquinas,Máquinas,5.0,6.0,9.0,9.0
36526,351.456.539-21,train,14,0.0,27.857142857142858,Máquinas,Máquinas,7.0,6.0,9.0,9.0
42461,351.456.539-21,train,15,0.0,30.466666666666665,Máquinas,Máquinas,8.0,6.0,9.0,9.0
43332,351.456.539-21,train,16,0.0,29.25,Máquinas,Máquinas,7.0,6.0,7.0,9.0
53688,351.456.539-21,train,17,0.0,34.35294117647059,Sementes,Máquinas,4.0,6.0,8.0,9.0
55481,351.456.539-21,train,18,0.0,33.55555555555556,Máquinas,Máquinas,6.0,6.0,8.0,9.0
63266,351.456.539-21,train,19,0.0,36.578947368421055,Máquinas,Máquinas,5.0,6.0,9.0,9.0
63500,351.456.539-21,train,20,0.0,34.9,Máquinas,Máquinas,1.0,6.0,8.0,9.0
70038,351.456.539-21,train,21,0.0,36.80952380952381,Máquinas,Máquinas,0.0,6.0,8.0,9.0
71117,351.456.539-21,train,22,0.0,35.68181818181818,Máquinas,Máquinas,0.0,6.0,8.0,9.0
76036,351.456.539-21,val,23,0.0,36.52173913043478,Máquinas,Máquinas,5.0,6.0,8.0,9.0
77064,351.456.539-21,val,24,0.0,35.5,Máquinas,Máquinas,4.0,6.0,8.0,9.0
78855,351.456.539-21,val,25,0.0,34.84,Máquinas,Máquinas,2.0,6.0,7.0,9.0
80718,351.456.539-21,val,26,0.0,34.30769230769231,Fertilizantes,Máquinas,0.0,6.0,6.0,9.0
80720,351.456.539-21,val,27,1.0,33.03703703703704,Máquinas,Máquinas,4.0,6.0,6.0,9.0
93172,351.456.539-21,test,28,0.0,36.82142857142857,Máquinas,Máquinas,0.0,0.0,,9.0
94064,351.456.539-21,test,29,0.0,35.89655172413793,Sementes,Máquinas,8.0,0.0,,9.0
99517,351.456.539-21,test,30,,36.3,,Máquinas,,0.0,,9.0
4759,351.493.545-97,train,0,0.0,101.99133428646456,Sementes,Defensivos,7.0,0,8.0,2.0
5562,351.493.545-97,train,1,0.0,8.0,Sementes,Máquinas,7.0,0.0,8.0,8.0
11302,351.493.545-97,train,2,0.0,35.0,Máquinas,Máquinas,8.0,0.0,8.0,8.0
11428,351.493.545-97,train,3,0.0,23.666666666666668,Sementes,Sementes,2.0,7.0,3.0,8.0
15205,351.493.545-97,train,4,0.0,28.25,Fertilizantes,Sementes,5.0,7.0,4.0,8.0
18501,351.493.545-97,train,5,0.0,30.0,Fertilizantes,Sementes,7.0,7.0,3.0,8.0
29045,351.493.545-97,train,6,1.0,45.0,Sementes,Sementes,2.0,7.0,2.0,8.0
41229,351.493.545-97,train,7,0.0,58.142857142857146,Defensivos,Sementes,4.0,7.0,4.0,8.0
48914,351.493.545-97,train,8,0.0,61.75,Sementes,Sementes,7.0,7.0,5.0,8.0
51809,351.493.545-97,train,9,0.0,58.55555555555556,Sementes,Sementes,9.0,7.0,7.0,8.0
61454,351.493.545-97,train,10,0.0,63.8,Máquinas,Sementes,6.0,7.0,7.0,8.0
66490,351.493.545-97,train,11,0.0,63.27272727272727,Sementes,Sementes,1.0,7.0,6.0,8.0
70095,351.493.545-97,train,12,0.0,61.5,Máquinas,Sementes,4.0,7.0,7.0,8.0
80449,351.493.545-97,val,13,0.0,65.61538461538461,Sementes,Sementes,2.0,7.0,5.0,8.0
82215,351.493.545-97,val,14,0.0,62.357142857142854,Sementes,Sementes,8.0,7.0,5.0,8.0
83652,351.493.545-97,test,15,0.0,59.333333333333336,Sementes,Sementes,3.0,7.0,,8.0
84951,351.493.545-97,test,16,0.0,56.5,Sementes,Sementes,6.0,7.0,,8.0
90072,351.493.545-97,test,17,0.0,56.529411764705884,Sementes,Sementes,5.0,7.0,,8.0
97513,351.493.545-97,test,18,,57.666666666666664,,Sementes,,7.0,,8.0
