evento_id,entidade_id,split,valor,desconto,valor_bucket,desconto_bucket
58481,014.711.447-04,train,6760.7,309.15,6,4
58482,073.280.411-61,train,6700.88,738.02,6,8
58483,610.584.575-86,train,8711.27,937.93,7,8
58484,338.460.441-56,train,4599.71,102.49,4,1
58485,313.295.108-01,train,4077.22,206.82,4,3
58486,578.086.227-37,train,20553.0,2276.73,2,4
58487,793.705.494-80,train,99936.02,10065.26,8,9
58488,591.319.181-15,train,8468.21,396.49,8,6
58489,983.357.131-03,train,3460.84,198.5,3,3
58490,435.518.155-34,train,2935.69,30.86,2,0
58491,565.336.744-39,train,2032.48,68.56,2,1
58492,144.172.524-59,train,17909.13,734.07,9,8
58493,736.243.230-59,train,8187.01,528.95,7,7
58494,938.218.231-43,train,2122.58,200.86,1,3
58495,105.710.204-02,train,3746.03,133.0,3,2
58496,978.742.852-12,train,789.71,78.27,0,1
58497,992.861.490-34,train,4680.0,106.3,4,1
58498,499.489.854-51,train,931.94,89.24,0,1
58499,517.681.144-80,train,13366.63,1875.77,9,9
58500,613.323.355-94,train,4388.46,420.98,4,6
58501,259.780.996-00,train,3739.66,421.94,3,6
58502,283.365.226-70,train,1980.51,96.54,1,1
58503,542.498.661-73,train,2609.88,192.24,2,3
58504,204.985.875-25,train,3040.12,295.88,3,5
58505,609.841.330-46,train,1226.14,134.27,1,2
58506,489.982.277-46,train,19688.08,863.78,9,8
58507,865.792.839-63,train,370.84,25.48,0,0
58508,847.887.980-34,train,5495.86,197.34,5,3
58509,619.383.740-02,train,9194.69,739.36,7,8
58510,489.877.473-36,train,2958.69,449.4,3,6
58511,109.340.054-43,train,14703.61,929.87,9,9
58512,562.105.355-93,train,15256.15,214.55,9,3
58513,979.906.341-80,train,223861.75,11330.75,9,9
58514,739.032.162-83,train,6335.49,555.18,6,7
58515,786.083.568-13,train,6492.79,785.21,6,8
58516,410.663.545-37,train,65917.61,3230.55,7,6
58517,054.514.252-05,train,1318.76,101.26,1,1
58518,510.107.615-52,train,2594.09,272.47,2,4
58519,840.898.909-00,train,10975.09,1761.89,8,9
58520,812.176.665-67,train,11791.17,882.61,9,9
58521,204.277.497-94,train,50325.12,2903.78,6,5
58522,978.742.852-12,train,6694.24,134.48,6,2
58523,902.705.363-45,train,6545.88,348.22,6,5
58524,664.295.547-16,train,9063.58,1077.94,8,9
58525,926.071.624-16,train,2483.41,220.12,0,0
58526,854.190.348-67,train,3197.59,286.85,3,4
58527,576.108.979-30,train,4347.93,135.5,4,2
58528,361.495.168-57,train,1729.15,105.15,1,1
58529,053.969.830-00,train,10397.21,1361.59,8,9
58530,241.241.913-24,train,863.99,60.76,0,1
58531,224.407.228-20,train,5759.21,409.45,6,6
58532,342.794.613-41,train,36766.0,1261.96,4,2
58533,511.607.947-31,train,1916.39,270.49,1,4
58534,445.411.763-27,train,9610.6,699.96,8,8
58535,021.546.079-00,train,1861.0,96.08,1,1
58536,312.761.824-73,train,6484.69,407.65,6,6
58537,030.486.343-20,train,6710.48,525.34,6,6
58538,052.738.092-07,train,17115.84,1073.46,9,9
58539,147.555.150-92,train,3932.38,126.9,3,2
58540,800.018.833-30,train,9692.64,885.76,8,8
58541,178.684.061-86,train,143068.66,16039.19,9,9
58542,391.253.130-70,train,14858.11,2576.94,1,5
58543,656.559.803-71,train,729.9,58.72,0,0
58544,342.960.030-89,train,21969.47,1944.83,9,9
58545,483.978.394-29,train,1778.11,151.45,1,2
58546,391.253.130-70,train,21546.52,544.43,2,1
58547,122.316.349-02,train,1115.7,89.98,1,1
58548,647.743.466-08,train,3649.73,370.58,3,5
58549,271.666.833-76,train,5619.37,409.71,0,0
58550,546.991.486-03,train,672.69,31.19,0,0
58551,410.447.811-30,train,8692.88,250.6,7,4
58552,821.790.076-04,train,3665.23,332.93,3,5
58553,725.372.332-55,train,4006.47,203.05,3,3
58554,865.141.798-51,train,5902.29,448.39,6,7
58555,180.369.336-32,train,5936.12,641.71,6,8
58556,697.880.968-32,train,111739.09,11769.15,9,9
58557,321.612.981-00,train,11465.19,638.92,1,1
58558,104.805.604-04,train,24777.57,2227.43,9,9
58559,746.785.548-66,train,53011.25,2060.91,6,4
58560,671.824.477-54,train,57119.66,4034.89,6,6
58561,768.710.339-47,train,32905.65,4776.09,4,7
58562,905.910.239-89,train,11074.52,1221.68,9,9
58563,643.069.423-25,train,119488.93,16185.37,9,9
58564,127.041.874-28,train,2283.13,269.81,2,4
58565,266.252.979-25,train,74154.75,4829.79,7,7
58566,500.515.927-46,train,13105.37,688.57,1,1
58567,200.226.788-08,train,5466.04,131.16,5,2
58568,122.031.126-03,train,7275.36,291.21,7,5
58569,277.349.467-98,train,11255.25,1122.83,9,9
58570,338.614.073-45,train,6862.89,454.46,6,6
58571,868.835.831-14,train,9195.81,842.43,7,8
58572,123.496.932-79,train,1035.42,104.05,0,1
58573,360.303.249-77,train,8046.09,298.26,7,4
58574,163.359.598-60,train,9095.45,673.05,8,8
58575,648.806.111-90,train,1040.77,85.86,0,1
58576,885.398.977-76,train,16654.63,706.91,9,8
58577,465.765.380-65,train,9747.38,769.82,8,8
58578,193.969.328-41,train,23414.83,1090.93,3,2
58579,475.788.532-60,train,10333.85,1468.15,8,9
58580,492.798.204-19,train,7000.34,301.86,7,5
58581,490.614.053-00,train,1429.16,114.79,1,1
58582,446.685.292-81,train,956.3,97.81,0,1
58583,349.885.716-96,train,624.98,42.27,0,0
58584,617.541.869-71,train,3844.62,157.78,4,2
58585,153.744.417-44,train,28789.94,2318.56,9,9
58586,712.371.595-04,train,2488.7,146.32,2,2
58587,072.767.267-38,train,5291.02,142.46,5,2
58588,760.841.894-07,train,7270.39,508.46,7,7
58589,891.768.524-23,train,1724.98,36.12,1,0
58590,193.081.048-28,train,958.94,46.0,0,0
58591,796.465.957-07,train,600.4,37.98,0,0
58592,451.106.067-30,train,13531.35,818.45,1,1
58593,963.080.221-01,train,39503.58,3600.12,5,6
58594,529.520.797-81,train,1163.71,40.4,0,0
58595,332.710.055-16,train,7018.68,241.08,6,4
58596,743.090.905-16,train,672.3,56.4,0,0
58597,973.703.256-01,train,13909.29,1691.22,9,9
58598,732.760.344-17,train,994.45,112.63,0,1
58599,394.149.379-51,train,4167.32,210.18,3,3
58600,842.300.821-50,train,7371.69,626.02,7,8
58601,016.378.096-03,train,1177.48,54.8,0,0
58602,317.156.377-04,train,4026.22,215.78,4,3
58603,468.003.241-32,train,45923.24,6533.71,5,8
58604,493.714.856-71,train,5488.94,569.94,5,7
58605,354.559.146-85,train,4861.98,408.96,4,5
58606,041.719.698-91,train,3059.59,107.42,2,1
58607,048.786.044-68,train,1117.67,53.57,0,0
58608,594.504.103-30,train,6825.62,599.74,6,7
58609,256.432.423-11,train,47009.66,2423.38,6,5
58610,977.814.812-08,train,3865.78,422.66,3,6
58611,048.380.982-94,train,5217.67,444.14,0,0
58612,082.738.799-76,train,18249.71,953.29,9,9
58613,840.298.921-75,train,4501.53,298.27,5,5
58614,622.879.020-07,train,4572.09,224.91,4,4
58615,074.557.544-77,train,2815.67,103.48,3,2
58616,930.440.915-27,train,199718.97,5803.53,9,8
58617,762.380.635-13,train,18724.63,1136.92,9,9
58618,386.897.437-74,train,9955.52,309.42,1,0
58619,256.270.909-87,train,57506.5,6682.46,6,8
58620,094.128.324-00,train,1708.06,154.94,1,2
58621,372.706.924-40,train,1646.6,80.26,1,1
58622,322.800.136-90,train,1643.27,231.09,1,3
58623,158.330.144-50,train,1394.26,98.8,1,1
58624,371.772.090-26,train,40491.95,2270.21,5,4
58625,003.069.550-32,train,4042.55,327.7,4,5
58626,309.864.085-57,train,9685.07,830.13,8,8
58627,465.300.346-76,train,15983.85,1071.35,9,9
58628,249.868.535-97,train,55647.61,4900.43,6,7
58629,800.018.833-30,train,2983.64,92.61,3,1
58630,530.974.564-57,train,5943.42,645.06,6,8
58631,425.017.220-19,train,3800.02,354.86,4,5
58632,756.490.387-24,train,733.15,73.61,0,1
58633,046.506.636-44,train,7587.47,337.39,7,5
58634,071.887.304-15,train,7333.08,394.95,6,5
58635,944.729.515-09,train,2220.54,118.54,2,2
58636,578.360.111-00,train,7081.53,434.19,7,6
58637,738.861.725-62,train,1526.75,57.46,1,0
58638,526.484.294-92,train,10038.78,396.57,1,0
58639,230.356.205-80,train,8704.76,260.08,8,4
58640,531.291.839-30,train,7827.81,975.16,0,2
58641,221.323.217-28,train,3082.44,227.22,3,4
58642,309.864.085-57,train,1634.64,213.89,1,3
58643,163.359.598-60,train,5747.69,482.77,6,7
58644,110.502.835-62,train,5716.97,280.43,6,5
58645,489.877.473-36,train,3649.63,338.34,3,5
58646,518.429.280-23,train,81731.16,9759.36,8,9
58647,424.920.208-94,train,1455.29,39.4,1,0
58648,177.774.233-12,train,40893.63,2716.37,5,5
58649,698.797.874-39,train,7507.56,208.68,7,4
58650,811.000.709-07,train,8071.97,882.75,0,2
58651,560.491.906-31,train,5921.08,163.04,5,2
58652,174.817.455-01,train,6109.16,51.74,5,0
58653,475.620.458-95,train,7424.22,608.49,6,7
58654,884.043.720-71,train,10393.5,766.58,8,8
58655,389.818.796-99,train,2329.83,208.33,2,3
58656,271.174.714-09,train,2312.83,117.83,2,2
58657,569.261.061-26,train,4556.54,191.98,4,3
58658,995.701.372-66,train,5913.74,518.74,6,7
58659,618.695.158-89,train,1225.9,92.02,1,1
58660,462.424.869-46,train,3307.53,333.1,3,5
58661,691.902.585-09,train,81470.2,12585.08,8,9
58662,716.406.203-03,train,12187.91,1411.37,8,9
58663,926.187.736-24,train,10011.76,411.77,8,6
58664,538.700.196-97,train,9749.73,933.69,8,8
58665,708.689.786-80,train,1690.73,62.67,1,1
58666,205.483.059-35,train,3337.78,339.08,3,5
58667,041.719.698-91,train,10526.57,545.12,8,7
58668,115.932.971-06,train,8651.16,210.18,7,3
58669,572.912.828-29,train,14885.76,828.48,1,1
58670,422.172.996-11,train,4357.53,431.85,4,6
58671,933.736.557-06,train,2179.17,25.83,1,0
58672,702.364.183-19,train,5041.81,819.41,4,8
58673,115.932.971-06,train,1102.23,110.07,0,2
58674,050.020.089-09,train,2524.36,260.1,2,4
58675,769.058.000-90,train,27208.44,2939.96,3,5
58676,537.593.235-02,train,2164.88,171.3,1,2
58677,597.163.001-66,train,12042.73,368.9,8,5
58678,800.282.088-62,train,18601.5,2741.94,9,9
58679,704.057.337-71,train,7247.2,755.92,6,8
58680,570.139.111-60,train,4767.52,270.18,5,4
58681,431.682.675-11,train,8846.91,284.53,7,4
58682,748.118.647-27,train,681.22,36.44,0,0
58683,099.913.834-09,train,6999.89,434.83,6,6
58684,368.528.385-52,train,874.17,26.63,0,0
58685,748.810.205-36,train,5254.33,437.45,5,6
58686,381.055.502-96,train,17759.39,1546.96,2,3
58687,080.321.885-09,train,8069.74,602.76,8,8
58688,015.460.216-71,train,2939.24,278.71,3,5
58689,529.214.897-08,train,17784.58,816.2,9,8
58690,344.602.646-09,train,4140.81,171.6,3,2
58691,165.106.007-06,train,8916.4,84.4,8,1
58692,604.587.654-73,train,663.77,23.24,0,0
58693,622.205.669-51,train,1238.7,52.53,0,0
58694,793.301.407-00,train,7414.17,577.01,0,1
58695,907.959.382-68,train,10310.73,449.01,1,0
58696,854.190.348-67,train,11925.58,603.72,8,7
58697,978.075.816-03,train,57227.24,2743.64,6,5
58698,620.816.603-93,train,13675.08,1217.67,9,9
58699,280.183.251-03,train,3868.72,485.66,4,7
58700,154.700.973-07,train,5551.69,145.81,5,2
58701,174.828.463-01,train,82245.27,6986.67,8,8
58702,671.784.335-74,train,4398.7,320.64,4,5
58703,586.051.611-83,train,5645.14,161.54,6,3
58704,566.587.833-22,train,1723.56,50.88,1,0
58705,910.530.456-38,train,13113.58,228.18,9,4
58706,987.196.189-80,train,3249.42,170.98,3,3
58707,558.199.453-60,train,10125.95,469.89,1,0
58708,164.583.626-68,train,66319.22,5215.18,7,7
58709,169.337.063-89,train,105578.12,9988.81,9,9
58710,640.109.413-32,train,1425.82,70.7,1,1
58711,155.811.951-53,train,2962.35,149.25,3,3
58712,410.234.506-07,train,8631.02,575.78,8,7
58713,494.201.521-97,train,14104.16,710.01,9,8
58714,943.136.099-38,train,668.75,38.28,0,0
58715,351.516.968-74,train,14709.57,563.73,1,1
58716,125.195.880-04,train,6632.21,866.23,6,8
58717,775.083.035-98,train,3527.68,402.42,4,6
58718,346.589.814-16,train,11434.53,1449.67,8,9
58719,202.196.120-64,train,15776.66,1062.24,9,9
58720,062.787.869-58,train,701.26,79.06,0,1
58721,570.011.558-10,train,1104.06,41.84,1,0
58722,134.861.586-94,train,31265.65,1160.03,4,2
58723,144.276.400-79,train,4138.31,109.54,3,1
58724,963.080.221-01,train,74190.27,11143.18,7,9
58725,751.638.598-03,train,8482.12,714.78,7,8
58726,255.533.666-40,train,17448.01,628.16,2,1
58727,005.516.642-31,train,45411.13,1469.13,5,3
58728,694.490.655-43,train,2567.71,122.19,2,2
58729,038.855.240-90,train,1447.33,48.6,1,0
58730,803.814.788-07,train,3153.61,100.15,3,1
58731,552.554.256-05,train,1198.86,94.38,0,1
58732,061.336.111-38,train,7929.28,375.8,7,5
58733,751.432.986-28,train,4409.44,338.96,5,5
58734,338.460.441-56,train,18774.68,2190.82,9,9
58735,995.507.600-30,train,7051.33,233.39,6,4
58736,566.587.833-22,train,3349.75,332.69,3,5
58737,875.577.712-06,train,5012.43,276.03,4,4
58738,667.158.015-41,train,842.94,31.99,0,0
58739,722.049.700-85,train,270464.92,12730.88,9,9
58740,368.528.385-52,train,9445.53,1092.01,0,2
58741,971.872.932-16,train,15542.57,294.79,9,4
58742,735.958.099-47,train,1679.9,239.92,1,4
58743,728.049.811-69,train,8271.26,929.82,7,9
58744,982.364.381-47,train,5729.63,503.02,5,6
58745,644.918.761-18,train,34830.37,2942.15,4,5
58746,230.356.205-80,train,5531.29,389.51,5,6
58747,068.879.940-03,train,2321.96,114.43,2,2
58748,196.942.850-38,train,2732.81,357.07,2,5
58749,271.174.714-09,train,730.28,11.77,0,0
58750,982.364.381-47,train,4777.92,334.2,4,5
58751,013.396.895-29,train,16771.46,1030.81,9,9
58752,779.728.405-98,train,84013.79,6352.05,8,8
58753,613.086.749-29,train,16898.48,2238.85,9,9
58754,219.243.796-00,train,803.45,71.74,0,1
58755,884.043.720-71,train,647.6,30.62,0,0
58756,533.879.075-08,train,43997.9,2747.77,5,5
58757,097.713.945-09,train,11606.9,690.46,9,8
58758,086.371.334-36,train,273.53,31.25,0,0
58759,612.785.641-87,train,98919.48,6934.52,8,8
58760,564.775.246-27,train,7731.28,705.5,7,8
58761,914.916.440-60,train,9020.94,373.53,7,5
58762,345.535.295-21,train,6311.17,696.01,0,1
58763,012.240.723-75,train,7161.4,656.9,7,8
58764,063.261.000-03,train,2987.92,71.82,2,1
58765,219.243.796-00,train,3858.69,144.43,4,2
58766,251.546.884-57,train,24290.57,1883.27,3,4
58767,504.733.659-01,train,2569.77,155.98,2,2
58768,086.371.334-36,train,2413.66,256.1,2,4
58769,565.347.747-80,train,5230.07,141.07,6,2
58770,342.904.154-66,train,1676.66,56.32,1,0
58771,045.543.568-50,train,15534.72,414.81,9,6
58772,837.576.118-45,train,2263.23,253.92,2,4
58773,615.971.377-90,train,6069.17,482.62,5,6
58774,589.990.950-10,train,393.29,19.38,0,0
58775,713.576.900-70,train,62473.83,3430.89,7,6
58776,444.163.319-08,train,2341.19,64.05,2,1
58777,496.003.505-66,train,3821.46,259.94,3,4
58778,216.894.934-45,train,93073.33,1439.97,8,3
58779,713.576.900-70,train,5851.78,536.48,6,7
58780,173.482.995-80,train,8039.62,1132.83,7,9
58781,669.270.714-58,train,7723.36,312.96,7,5
58782,858.220.672-04,train,62776.05,596.39,7,1
58783,084.033.352-88,train,11574.28,351.62,8,5
58784,978.075.816-03,train,12449.95,325.86,1,0
58785,342.284.340-02,train,6947.95,1000.97,6,9
58786,089.557.536-16,train,36311.73,2793.77,4,5
58787,103.021.461-13,train,4594.49,304.12,4,5
58788,326.286.905-86,train,8238.34,711.98,7,8
58789,733.732.335-26,train,568.73,39.21,0,0
58790,940.369.366-54,train,3062.35,105.83,3,1
58791,342.284.340-02,train,3629.58,159.36,3,2
58792,954.202.923-35,train,1944.1,98.62,1,1
58793,095.651.624-60,train,41538.2,4655.43,5,7
58794,672.733.895-79,train,9717.52,1159.97,8,9
58795,837.506.828-44,train,945.23,105.69,0,2
58796,515.779.514-92,train,1925.48,62.84,1,0
58797,604.587.654-73,train,7957.16,515.89,7,7
58798,286.558.216-75,train,6143.15,379.09,5,5
58799,651.043.974-32,train,6787.64,755.07,7,8
58800,625.241.218-01,train,1656.58,114.85,1,2
58801,170.244.059-10,train,3471.12,130.08,3,2
58802,590.624.035-73,train,11928.02,163.48,9,3
58803,926.071.624-16,train,32961.59,2917.77,4,5
58804,430.037.988-20,train,4111.33,369.79,0,0
58805,164.680.259-40,train,10201.77,693.99,8,7
58806,628.770.348-28,train,7533.3,623.42,6,7
58807,766.048.886-49,train,2222.37,94.08,2,1
58808,770.805.989-58,train,7118.62,943.48,7,9
58809,929.725.304-03,train,9212.31,563.67,8,7
58810,460.131.060-10,train,746.17,26.77,0,0
58811,745.870.253-21,train,1171.56,127.2,0,2
58812,869.439.680-76,train,6677.7,849.82,7,9
58813,138.211.815-59,train,3000.92,195.43,2,3
58814,179.391.471-02,train,9422.84,121.86,8,2
58815,470.991.641-12,train,12535.93,871.43,8,8
58816,204.985.875-25,train,5990.36,228.84,6,4
58817,348.940.793-80,train,18573.55,1170.58,9,9
58818,349.554.217-50,train,1719.89,266.41,1,5
58819,987.576.680-19,train,4360.53,114.27,4,1
58820,833.117.613-83,train,138416.77,3733.28,9,6
58821,320.210.208-78,train,655.99,16.57,0,0
58822,099.053.335-25,train,371.82,51.37,0,0
58823,844.128.836-47,train,7688.95,906.1,7,9
58824,325.875.474-82,train,962.99,52.94,0,0
58825,367.779.201-02,train,119443.34,14454.26,9,9
58826,943.136.099-38,train,2393.37,72.71,2,1
58827,309.107.101-47,train,1125.44,94.68,0,1
58828,534.694.743-46,train,4920.88,602.3,4,7
58829,983.357.131-03,train,5018.45,815.98,5,8
58830,225.168.348-88,train,6134.47,274.97,5,4
58831,586.179.008-65,train,4468.08,374.6,5,6
58832,981.630.058-31,train,1916.04,59.6,1,0
58833,432.252.983-60,train,4146.83,451.33,4,6
58834,736.243.230-59,train,4213.55,588.37,4,7
58835,204.985.875-25,train,2104.01,154.33,2,3
58836,045.876.839-14,train,1564.45,171.19,1,2
58837,179.391.471-02,train,7305.15,348.25,7,5
58838,425.339.715-88,train,13190.09,1000.57,9,9
58839,160.701.738-56,train,22498.49,517.41,2,1
58840,413.151.309-98,train,754.6,11.83,0,0
58841,797.684.089-44,train,2293.12,156.6,2,2
58842,256.062.073-11,train,11537.36,1392.97,8,9
58843,286.334.520-65,train,2689.2,34.98,3,0
58844,283.502.779-39,train,176822.33,14728.77,9,9
58845,350.229.788-65,train,9692.83,1437.09,8,9
58846,945.611.304-38,train,17308.83,1589.09,9,9
58847,224.338.659-30,train,34707.32,898.13,4,2
58848,955.608.429-07,train,6056.49,304.53,5,4
58849,983.355.618-34,train,89887.31,8111.8,8,9
58850,458.533.626-58,train,2469.76,190.24,2,3
58851,225.168.348-88,train,22150.11,1503.97,9,9
58852,391.364.096-77,train,3844.85,140.25,4,2
58853,410.447.811-30,train,1319.05,135.31,0,2
58854,773.766.770-97,train,614.75,92.0,0,1
58855,648.806.111-90,train,3243.56,214.92,3,4
58856,603.228.902-84,train,5148.23,201.29,5,3
58857,395.926.143-85,train,11390.52,347.64,9,6
58858,963.767.135-80,train,2372.44,195.32,2,3
58859,605.245.518-71,train,8580.06,577.22,7,7
58860,007.004.652-27,train,3046.3,199.64,3,3
58861,778.127.755-42,train,5076.62,450.14,4,6
58862,811.993.417-20,train,11111.1,532.65,8,7
58863,363.080.717-81,train,2669.77,163.53,3,3
58864,033.472.049-48,train,7461.59,361.69,6,5
58865,175.877.294-88,train,9491.39,143.97,7,2
58866,089.867.816-11,train,2215.36,335.48,2,5
58867,218.694.369-70,train,2711.3,125.42,2,2
58868,842.939.907-04,train,5689.28,589.65,5,7
58869,118.726.405-91,train,3614.23,436.61,3,6
58870,612.785.641-87,train,45664.81,1879.99,5,4
58871,175.138.459-48,train,16056.42,252.12,9,4
58872,322.281.150-45,train,9306.71,599.77,8,8
58873,615.379.944-25,train,742.6,78.33,0,1
58874,262.195.320-40,train,126910.01,11819.51,9,9
58875,092.696.731-20,train,2222.49,81.81,2,1
58876,575.362.363-87,train,6505.16,626.54,6,7
58877,565.811.339-30,train,2196.84,346.47,2,5
58878,722.049.700-85,train,788.79,54.24,0,0
58879,884.481.105-79,train,2235.95,146.09,2,2
58880,300.837.884-68,train,8025.91,935.29,7,9
58881,167.892.566-79,train,8182.59,387.45,7,6
58882,880.076.742-76,train,58140.68,6965.13,6,8
58883,539.412.855-30,train,8089.47,476.23,7,6
58884,807.533.896-06,train,2170.05,62.95,2,1
58885,113.111.986-01,train,3042.48,302.94,3,5
58886,111.036.354-09,train,1423.38,75.86,1,1
58887,153.744.417-44,train,6359.55,403.87,0,0
58888,293.616.023-57,train,8244.57,551.43,7,7
58889,941.724.623-24,train,4194.39,403.41,4,6
58890,677.664.560-44,train,3537.55,499.9,3,7
58891,248.622.954-01,train,24810.6,1638.84,3,3
58892,575.362.363-87,train,8222.82,885.42,7,8
58893,684.339.486-87,train,21427.15,1140.59,2,2
58894,385.596.436-05,train,1284.04,41.48,1,0
58895,981.630.058-31,train,2692.51,176.93,2,3
58896,608.471.271-17,train,117290.57,7133.98,9,8
58897,977.880.511-36,train,4216.94,236.32,4,3
58898,157.707.503-08,train,2953.59,358.17,3,5
58899,138.518.147-89,train,3357.52,292.94,3,5
58900,337.988.338-77,train,4709.13,538.07,4,7
58901,887.626.266-04,train,847.55,62.56,0,1
58902,278.862.656-88,train,5814.36,268.06,0,0
58903,951.121.357-19,train,12135.96,1043.14,9,9
58904,946.670.407-93,train,6557.58,342.72,6,5
58905,305.363.111-37,train,6323.14,658.22,6,8
58906,858.427.823-08,train,967.45,24.25,0,0
58907,508.208.678-29,train,7840.15,1155.45,7,9
58908,085.871.694-16,train,1542.78,134.76,1,2
58909,540.732.716-36,train,1540.79,71.33,1,1
58910,207.660.789-73,train,27931.18,1806.2,3,4
58911,204.028.430-37,train,12249.1,1173.5,9,9
58912,583.831.983-61,train,1403.87,147.73,1,2
58913,392.014.925-45,train,4984.39,565.42,5,7
58914,869.332.941-37,train,16698.51,1444.69,9,9
58915,196.942.850-38,train,5408.17,578.3,5,7
58916,420.771.463-46,train,11850.13,703.43,8,8
58917,207.127.139-48,train,108101.03,5611.69,9,8
58918,884.341.774-63,train,5666.21,707.14,5,8
58919,490.440.207-30,train,8923.83,690.69,7,7
58920,645.642.252-35,train,11757.45,843.65,8,8
58921,147.816.397-63,train,666.0,82.9,0,1
58922,814.673.924-56,train,9099.95,189.58,7,3
58923,610.705.370-04,train,13757.55,447.05,9,7
58924,982.366.204-50,train,39468.99,1662.84,5,3
58925,747.416.195-83,train,8454.67,668.43,7,7
58926,700.493.716-06,train,2150.02,177.23,2,3
58927,839.938.093-86,train,14800.76,514.84,9,7
58928,258.272.854-39,train,1002.23,79.57,0,1
58929,458.115.893-10,train,485.65,38.81,0,0
58930,447.728.688-01,train,2546.94,372.61,2,6
58931,525.276.857-90,train,6047.23,74.67,6,1
58932,035.425.932-65,train,13986.33,1749.74,9,9
58933,810.971.052-29,train,17615.36,1135.82,9,9
58934,039.743.567-38,train,1515.63,146.49,1,2
58935,634.766.703-76,train,2741.92,295.94,2,5
58936,209.374.901-72,train,13899.36,286.16,9,4
58937,404.388.708-67,train,66734.9,7387.61,7,8
58938,240.889.393-36,train,7489.17,178.56,7,3
58939,489.415.637-71,train,23533.93,2647.99,3,5
58940,020.285.389-61,train,7399.46,1040.5,7,9
58941,844.128.836-47,train,5896.26,388.2,6,6
58942,850.336.272-44,train,1511.47,128.57,1,2
58943,231.969.286-08,train,7156.2,611.61,6,7
58944,615.971.377-90,train,675.13,42.26,0,0
58945,907.932.847-24,train,3255.1,401.12,3,5
58946,463.357.533-32,train,1820.9,162.24,1,3
58947,754.764.541-01,train,36533.97,3474.59,4,6
58948,471.299.939-01,train,8236.76,409.48,8,6
58949,319.395.959-67,train,2421.73,174.73,2,2
58950,458.115.893-10,train,5114.47,382.03,4,5
58951,452.253.874-03,train,8091.89,174.25,0,0
58952,554.328.487-08,train,61602.68,9982.32,7,9
58953,955.169.912-26,train,13067.17,615.55,9,7
58954,723.811.865-30,train,4848.21,348.69,5,6
58955,570.287.422-61,train,4467.21,333.21,4,5
58956,728.140.740-83,train,69725.98,9149.3,7,9
58957,313.295.108-01,train,13056.4,1077.11,9,9
58958,080.224.629-00,train,75290.9,2209.72,8,4
58959,144.162.096-65,train,947.75,80.37,0,1
58960,147.853.277-74,train,18394.31,344.59,9,5
58961,117.408.324-77,train,1387.14,16.48,1,0
58962,503.781.454-52,train,7507.56,439.54,6,6
58963,706.003.378-55,train,4272.39,154.11,5,3
58964,817.094.288-80,train,2710.61,179.07,2,2
58965,165.106.007-06,train,11228.07,796.95,9,8
58966,287.441.083-70,train,2203.73,156.15,2,2
58967,678.248.886-81,train,828.46,101.4,0,1
58968,400.956.377-02,train,7573.79,272.71,7,4
58969,334.777.014-53,train,278.75,14.1,0,0
58970,106.332.520-00,train,8308.63,482.97,7,6
58971,511.607.947-31,train,6626.04,93.01,6,1
58972,381.839.123-89,train,8129.66,347.26,7,5
58973,266.252.979-25,train,701.63,32.39,0,0
58974,511.607.947-31,train,11439.19,359.81,8,5
58975,580.795.923-06,train,4798.53,447.15,5,7
58976,522.288.316-70,train,6462.04,242.72,6,4
58977,490.440.207-30,train,7243.7,789.75,6,8
58978,166.702.452-38,train,4263.97,202.66,4,3
58979,536.217.397-93,train,4289.85,554.88,4,7
58980,034.780.938-30,train,6609.03,235.37,6,3
58981,314.026.315-53,train,2667.2,384.13,3,6
58982,722.049.700-85,train,5235.11,336.17,5,5
58983,150.494.874-20,train,10753.61,702.19,9,8
58984,588.345.093-82,train,2311.55,225.01,2,4
58985,262.233.367-64,train,11868.7,843.62,8,8
58986,839.938.093-86,train,68979.01,1733.51,7,3
58987,653.190.258-23,train,82229.68,6557.62,8,8
58988,165.306.191-00,train,4703.59,82.88,5,1
58989,884.972.646-57,train,470.93,45.72,0,0
58990,127.041.874-28,train,66437.41,4592.19,7,7
58991,228.299.977-00,train,1129.65,80.88,0,1
58992,035.132.266-32,train,1754.42,185.56,1,3
58993,140.181.808-02,train,919.87,144.9,0,2
58994,784.891.296-57,train,1158.09,67.78,0,1
58995,173.360.189-98,train,103583.83,12235.19,8,9
58996,298.662.501-05,train,7300.92,553.4,7,7
58997,058.090.445-81,train,1837.52,19.66,1,0
58998,980.038.959-87,train,3026.79,248.09,2,4
58999,728.670.875-97,train,4514.58,266.12,5,5
59000,936.954.903-06,train,5320.88,263.62,6,4
59001,837.764.116-00,train,6992.12,443.02,6,6
59002,246.903.458-21,train,1087.27,88.07,0,1
59003,899.191.155-25,train,2647.76,279.67,2,4
59004,084.922.361-08,train,4369.72,355.85,4,5
59005,770.395.076-92,train,3056.57,107.08,3,2
59006,069.696.758-82,train,4844.37,225.06,5,4
59007,842.939.907-04,train,8104.15,418.31,7,6
59008,037.019.290-76,train,134181.8,8287.2,9,9
59009,343.605.085-73,train,56791.15,398.45,6,0
59010,812.729.452-78,train,1419.19,163.41,1,3
59011,012.349.668-32,train,775.66,49.14,0,0
59012,387.010.826-63,train,7906.73,479.67,7,6
59013,256.432.423-11,train,14105.03,430.17,9,6
59014,429.337.283-03,train,4854.26,347.77,4,5
