evento_id,entidade_id,data_evento,categoria,marca,fabricante,produto,quantidade,valor,desconto,pagamento,canal,uf,sexo,data_nascimento
44669,865.141.798-51,2024-11-26,Máquinas,AgroMax,Empresa C,P0144,9,148944.0,16679.31,Boleto,Online,MG,F,1986-06-10
44670,817.001.746-73,2024-11-26,Defensivos,CampoForte,Empresa A,P0083,5,4536.55,354.75,PIX,Representante,PR,F,1963-12-22
44671,143.812.720-05,2024-11-26,Máquinas,AgroMax,Empresa B,P0160,8,53103.88,5884.52,Cartão,Online,MG,F,1982-03-20
44672,562.069.805-02,2024-11-26,Sementes,AgroMax,Empresa B,P0040,4,4272.62,74.82,Boleto,Online,BA,F,1979-07-11
44673,519.455.991-70,2024-11-26,Máquinas,AgroMax,Empresa A,P0144,9,49287.1,2622.11,Boleto,Representante,PR,M,1990-10-18
44674,868.808.392-40,2024-11-26,Máquinas,AgroMax,Empresa B,P0172,3,23845.98,773.88,Boleto,Representante,MG,F,1955-01-03
44675,437.831.889-03,2024-11-26,Sementes,VerdeTech,Empresa C,P0033,3,3463.17,242.64,Boleto,Online,GO,F,1962-05-21
44676,188.276.887-65,2024-11-26,Máquinas,AgroMax,Empresa C,P0169,9,53014.99,5691.92,PIX,Online,PR,M,2004-08-15
44677,548.687.055-80,2024-11-26,Fertilizantes,AgroMax,Empresa B,P0129,2,2207.15,57.05,PIX,Representante,PR,M,1958-12-17
44678,392.792.327-38,2024-11-26,Máquinas,AgriPlus,Empresa A,P0159,3,25215.4,3777.02,Cartão,Loja,RS,F,2005-02-13
44679,781.419.575-62,2024-11-26,Máquinas,AgroMax,Empresa A,P0143,6,39424.5,2238.36,PIX,Representante,PR,F,1975-04-07
44680,078.803.453-70,2024-11-26,Defensivos,CampoForte,Empresa B,P0061,5,4985.72,613.73,Boleto,Loja,RS,F,1953-10-15
44681,524.606.959-18,2024-11-26,Máquinas,CampoForte,Empresa A,P0164,1,5863.01,924.61,Cartão,Loja,MG,F,1995-07-15
44682,888.974.395-60,2024-11-26,Fertilizantes,VerdeTech,Empresa C,P0131,4,4536.37,239.19,Cartão,Representante,PR,M,1954-09-29
44683,051.341.075-99,2024-11-26,Máquinas,AgriPlus,Empresa B,P0161,8,33496.19,2935.89,Cartão,Online,PR,F,1971-01-24
44684,669.846.941-67,2024-11-26,Defensivos,AgriPlus,Empresa A,P0089,5,2085.31,158.94,Boleto,Loja,PR,M,1983-03-31
44685,528.158.005-19,2024-11-26,Fertilizantes,AgriPlus,Empresa C,P0115,5,5909.5,151.55,PIX,Loja,PR,F,1964-01-15
44686,279.171.609-20,2024-11-26,Defensivos,CampoForte,Empresa C,P0070,8,9548.05,1007.47,PIX,Loja,PR,F,1970-05-16
44687,909.600.468-01,2024-11-26,Defensivos,VerdeTech,Empresa A,P0073,10,11914.49,282.91,Boleto,Representante,RS,F,1988-03-30
44688,385.016.654-60,2024-11-26,Fertilizantes,CampoForte,Empresa A,P0123,10,9600.85,564.25,Cartão,Online,RS,F,1983-04-17
44689,644.840.641-70,2024-11-26,Máquinas,AgriPlus,Empresa A,P0169,8,101271.22,12417.58,PIX,Representante,PR,F,1961-11-16
44690,354.056.253-29,2024-11-26,Máquinas,AgroMax,Empresa A,P0163,5,81293.76,4043.19,Cartão,Representante,GO,M,1950-04-12
44691,793.821.625-93,2024-11-26,Máquinas,VerdeTech,Empresa A,P0153,5,50117.55,577.65,Cartão,Online,PR,M,1962-12-08
44692,437.178.640-50,2024-11-26,Máquinas,AgriPlus,Empresa A,P0148,8,23252.84,1928.92,PIX,Representante,GO,M,1989-12-03
44693,283.946.991-03,2024-11-26,Defensivos,VerdeTech,Empresa B,P0068,6,2805.15,363.27,Cartão,Loja,PR,F,1961-05-28
44694,006.810.583-58,2024-11-26,Máquinas,AgroMax,Empresa B,P0180,3,25608.4,3590.3,PIX,Loja,GO,F,1949-05-18
44695,434.754.766-81,2024-11-26,Fertilizantes,VerdeTech,Empresa A,P0114,1,781.37,35.41,PIX,Representante,RS,M,1976-03-12
44696,154.878.424-93,2024-11-26,Máquinas,AgriPlus,Empresa B,P0158,7,34596.29,2573.99,PIX,Loja,MT,M,1976-09-07
44697,861.825.066-01,2024-11-26,Defensivos,AgroMax,Empresa C,P0084,2,1700.15,83.03,Boleto,Loja,RS,F,1996-04-15
44698,028.450.729-61,2024-11-26,Máquinas,CampoForte,Empresa C,P0141,10,50281.92,2426.88,Cartão,Representante,PR,F,1969-10-04
44699,728.661.406-13,2024-11-26,Sementes,AgriPlus,Empresa B,P0025,10,13354.31,656.99,Boleto,Loja,PR,F,1968-06-15
44700,222.311.255-28,2024-11-26,Sementes,AgriPlus,Empresa B,P0044,7,8257.95,440.39,Boleto,Representante,MT,M,1963-06-07
44701,819.208.350-08,2024-11-26,Defensivos,AgroMax,Empresa A,P0071,9,7837.34,517.18,Boleto,Online,BA,F,2004-01-01
44702,871.541.365-96,2024-11-26,Defensivos,AgriPlus,Empresa C,P0069,9,9579.03,504.57,Cartão,Loja,MG,F,1990-02-13
44703,871.541.365-96,2024-11-26,Sementes,VerdeTech,Empresa C,P0055,2,2531.87,35.19,Cartão,Online,MG,F,1990-02-13
44704,704.661.205-67,2024-11-26,Máquinas,AgroMax,Empresa C,P0153,8,188231.34,9520.1,Boleto,Loja,GO,F,1948-05-19
44705,459.274.048-39,2024-11-26,Máquinas,AgroMax,Empresa B,P0163,6,122754.41,7920.55,PIX,Online,PR,F,2006-05-11
44706,969.915.399-70,2024-11-26,Máquinas,AgroMax,Empresa B,P0161,6,36858.58,1926.74,PIX,Loja,PR,F,1984-08-22
44707,884.341.774-63,2024-11-26,Defensivos,VerdeTech,Empresa C,P0096,8,2869.25,210.59,Boleto,Online,MT,M,1990-12-23
44708,724.035.854-24,2024-11-26,Fertilizantes,CampoForte,Empresa A,P0131,3,4231.45,272.06,PIX,Loja,PR,M,1956-12-14
44709,784.131.729-85,2024-11-26,Fertilizantes,AgroMax,Empresa A,P0115,5,11582.53,695.27,PIX,Online,PR,F,1988-11-20
44710,908.676.387-10,2024-11-26,Máquinas,AgroMax,Empresa A,P0175,8,75229.35,7013.85,Boleto,Representante,PR,M,2003-08-20
44711,692.435.236-78,2024-11-26,Sementes,VerdeTech,Empresa C,P0051,1,1083.97,54.88,Cartão,Online,BA,F,1958-09-04
44712,103.485.589-10,2024-11-26,Fertilizantes,AgriPlus,Empresa B,P0135,8,6503.01,522.99,PIX,Loja,RS,M,1961-02-24
44713,837.369.830-26,2024-11-26,Máquinas,CampoForte,Empresa B,P0156,9,40551.32,3088.33,PIX,Loja,MG,M,1953-04-17
44714,567.545.086-63,2024-11-26,Máquinas,AgroMax,Empresa A,P0177,3,8237.26,674.39,PIX,Loja,MG,M,1989-03-22
44715,034.892.178-02,2024-11-26,Fertilizantes,VerdeTech,Empresa C,P0123,3,6788.01,598.14,Boleto,Loja,PR,F,1978-08-08
44716,041.719.507-91,2024-11-26,Sementes,CampoForte,Empresa A,P0038,5,8150.99,462.36,PIX,Representante,PR,M,2002-04-14
44717,601.243.752-86,2024-11-26,Máquinas,CampoForte,Empresa C,P0175,6,31535.43,2459.91,Boleto,Online,MG,F,2006-06-06
44718,642.925.060-19,2024-11-26,Sementes,AgriPlus,Empresa B,P0037,9,15276.44,1423.06,Boleto,Online,BA,F,1991-05-17
44719,378.081.678-43,2024-11-26,Fertilizantes,AgroMax,Empresa A,P0113,7,7493.36,121.1,PIX,Online,GO,M,1971-08-11
44720,821.964.409-57,2024-11-26,Sementes,CampoForte,Empresa C,P0024,4,1045.95,90.01,Cartão,Loja,GO,F,1958-03-13
44721,138.518.147-89,2024-11-26,Defensivos,AgriPlus,Empresa B,P0096,1,1521.9,112.02,PIX,Loja,MG,M,1970-05-31
44722,885.210.101-25,2024-11-26,Máquinas,AgriPlus,Empresa A,P0174,4,28722.46,3340.74,PIX,Representante,PR,F,1963-11-28
44723,520.870.265-72,2024-11-26,Fertilizantes,AgriPlus,Empresa C,P0130,1,1234.01,126.82,Cartão,Representante,GO,M,1950-09-20
44724,823.720.485-97,2024-11-26,Sementes,CampoForte,Empresa B,P0024,10,13786.83,474.97,Boleto,Loja,RS,M,1995-03-18
44725,579.135.910-13,2024-11-26,Máquinas,CampoForte,Empresa B,P0145,8,57176.85,2105.47,Boleto,Online,PR,M,1970-10-01
44726,980.009.396-65,2024-11-26,Fertilizantes,AgriPlus,Empresa A,P0124,6,5974.07,615.79,Cartão,Online,MT,F,1954-12-22
44727,617.490.557-83,2024-11-26,Sementes,AgriPlus,Empresa A,P0005,4,1175.62,91.38,Cartão,Representante,PR,F,1991-01-01
44728,558.763.402-78,2024-11-26,Máquinas,AgriPlus,Empresa B,P0172,9,63433.06,2007.47,PIX,Online,RS,M,1973-01-04
44729,613.504.384-64,2024-11-26,Fertilizantes,AgriPlus,Empresa C,P0131,10,17354.27,642.13,PIX,Representante,MT,F,1949-10-31
44730,410.447.811-30,2024-11-26,Máquinas,AgriPlus,Empresa B,P0170,3,11200.55,888.64,Cartão,Representante,BA,F,1981-04-21
44731,682.840.388-62,2024-11-26,Fertilizantes,AgriPlus,Empresa A,P0126,10,16667.92,990.58,Cartão,Online,BA,F,1991-09-27
44732,903.304.445-57,2024-11-26,Defensivos,AgroMax,Empresa B,P0093,8,15645.14,336.7,PIX,Loja,PR,M,1958-06-15
44733,359.081.858-17,2024-11-27,Sementes,VerdeTech,Empresa A,P0050,3,1689.47,97.84,Cartão,Representante,PR,M,1957-11-03
44734,546.009.609-04,2024-11-27,Máquinas,VerdeTech,Empresa A,P0165,10,52832.0,233.5,Boleto,Representante,BA,M,1979-04-14
44735,360.087.430-67,2024-11-27,Sementes,VerdeTech,Empresa B,P0058,5,3736.48,436.67,Boleto,Representante,MG,M,1977-11-13
44736,299.710.173-50,2024-11-27,Defensivos,VerdeTech,Empresa A,P0099,4,3346.99,231.89,Boleto,Loja,PR,M,2007-10-13
44737,250.676.259-02,2024-11-27,Defensivos,AgriPlus,Empresa A,P0067,5,2033.58,133.72,Boleto,Representante,PR,M,1964-11-07
44738,247.227.088-78,2024-11-27,Defensivos,AgriPlus,Empresa C,P0084,4,2734.49,48.27,Boleto,Representante,RS,M,1953-07-07
44739,393.431.323-01,2024-11-27,Máquinas,AgriPlus,Empresa B,P0169,4,22814.26,2914.06,PIX,Loja,MG,M,1996-01-02
44740,449.391.219-76,2024-11-27,Sementes,CampoForte,Empresa A,P0022,4,3671.34,305.66,PIX,Online,BA,M,1983-03-19
44741,062.691.393-41,2024-11-27,Máquinas,AgroMax,Empresa A,P0149,10,25151.77,2472.63,PIX,Loja,RS,M,1992-01-31
44742,165.990.878-76,2024-11-27,Defensivos,AgroMax,Empresa C,P0067,4,4779.03,311.49,PIX,Loja,GO,M,1983-05-21
44743,336.937.518-46,2024-11-27,Fertilizantes,AgroMax,Empresa B,P0120,2,1064.76,82.5,PIX,Representante,PR,M,1957-11-11
44744,718.187.140-43,2024-11-27,Máquinas,CampoForte,Empresa A,P0153,9,28289.8,1599.83,Cartão,Loja,PR,M,1949-06-08
44745,510.606.908-45,2024-11-27,Máquinas,AgriPlus,Empresa A,P0151,7,131965.79,8070.89,Cartão,Loja,RS,M,2002-12-20
44746,512.027.528-10,2024-11-27,Fertilizantes,CampoForte,Empresa A,P0111,3,2765.64,180.24,Cartão,Representante,GO,F,1975-08-05
44747,323.890.751-42,2024-11-27,Fertilizantes,AgroMax,Empresa A,P0133,4,2521.87,311.97,Boleto,Online,BA,M,1947-03-03
44748,483.149.909-90,2024-11-27,Fertilizantes,AgriPlus,Empresa A,P0125,2,1042.97,81.57,PIX,Representante,MG,F,1966-01-24
44749,043.122.062-01,2024-11-27,Máquinas,VerdeTech,Empresa C,P0157,4,9709.22,1017.38,Cartão,Representante,PR,F,1948-07-04
44750,443.606.822-63,2024-11-27,Defensivos,AgroMax,Empresa A,P0069,6,8037.47,311.89,Cartão,Representante,PR,F,1996-10-14
44751,676.812.258-46,2024-11-27,Sementes,CampoForte,Empresa A,P0058,3,3328.52,234.19,Cartão,Online,PR,F,1952-11-23
44752,904.389.962-32,2024-11-27,Máquinas,AgroMax,Empresa A,P0171,9,18240.2,1841.05,Boleto,Representante,RS,M,1998-04-18
44753,312.761.824-73,2024-11-27,Máquinas,VerdeTech,Empresa B,P0172,4,25151.78,1216.3,Boleto,Online,PR,M,1991-10-12
44754,470.905.918-75,2024-11-27,Máquinas,CampoForte,Empresa B,P0167,8,44024.41,4548.15,Cartão,Representante,PR,F,1969-08-26
44755,667.286.017-75,2024-11-27,Fertilizantes,CampoForte,Empresa C,P0135,5,5222.57,193.93,Cartão,Loja,MT,M,1962-04-19
44756,134.935.944-02,2024-11-27,Sementes,AgriPlus,Empresa B,P0015,9,6682.16,975.04,Cartão,Online,RS,F,1965-11-28
44757,987.411.854-71,2024-11-27,Sementes,VerdeTech,Empresa B,P0057,3,3400.0,303.41,Cartão,Online,PR,M,2006-12-01
44758,736.029.006-65,2024-11-27,Defensivos,CampoForte,Empresa C,P0062,4,3097.97,249.15,Cartão,Loja,PR,M,1962-10-16
44759,621.480.482-36,2024-11-27,Máquinas,CampoForte,Empresa A,P0177,6,20684.55,2123.37,Boleto,Online,MG,F,1948-03-16
44760,850.044.857-12,2024-11-27,Sementes,CampoForte,Empresa B,P0025,6,6276.49,264.47,Boleto,Loja,PR,F,1982-11-08
44761,745.381.120-11,2024-11-27,Máquinas,VerdeTech,Empresa B,P0166,2,24081.67,1128.59,Cartão,Loja,PR,M,1971-10-07
44762,133.994.250-07,2024-11-27,Defensivos,CampoForte,Empresa C,P0069,5,2730.4,47.65,Cartão,Loja,MG,F,1960-01-20
44763,879.689.646-95,2024-11-27,Defensivos,AgroMax,Empresa B,P0100,4,3519.56,277.4,Cartão,Loja,MT,M,1973-06-10
44764,911.310.813-15,2024-11-27,Fertilizantes,CampoForte,Empresa B,P0130,10,8245.94,714.56,Cartão,Online,BA,M,2007-10-14
44765,651.809.959-30,2024-11-27,Fertilizantes,VerdeTech,Empresa B,P0119,5,2683.68,123.62,PIX,Representante,MG,F,1999-08-21
44766,485.110.204-62,2024-11-27,Fertilizantes,AgriPlus,Empresa B,P0121,3,4014.0,336.6,PIX,Loja,RS,F,1985-08-27
44767,191.138.797-90,2024-11-27,Máquinas,AgroMax,Empresa A,P0168,1,4953.84,327.11,Cartão,Loja,PR,F,1954-07-21
44768,994.820.774-23,2024-11-27,Fertilizantes,AgriPlus,Empresa B,P0127,3,1492.49,118.57,PIX,Loja,PR,F,1953-12-24
44769,987.287.261-97,2024-11-27,Defensivos,AgroMax,Empresa A,P0062,1,522.88,47.81,Cartão,Loja,BA,M,1957-08-03
44770,949.517.189-01,2024-11-27,Fertilizantes,AgroMax,Empresa B,P0122,5,4560.48,749.72,Cartão,Loja,BA,M,1980-07-31
44771,987.287.261-97,2024-11-27,Fertilizantes,AgroMax,Empresa A,P0111,3,1496.5,118.55,Boleto,Online,BA,M,1957-08-03
44772,543.448.076-77,2024-11-27,Fertilizantes,CampoForte,Empresa A,P0113,8,6140.42,99.98,Cartão,Representante,RS,M,1993-12-04
44773,027.564.176-70,2024-11-27,Sementes,CampoForte,Empresa C,P0041,4,2740.08,173.32,Boleto,Online,PR,M,1999-03-01
44774,047.308.267-52,2024-11-27,Sementes,VerdeTech,Empresa A,P0014,6,5375.24,580.54,Boleto,Online,PR,F,1965-02-23
44775,252.583.570-07,2024-11-27,Defensivos,CampoForte,Empresa C,P0077,4,4180.99,395.21,Boleto,Online,GO,M,1967-09-26
44776,565.811.339-30,2024-11-27,Sementes,VerdeTech,Empresa B,P0008,1,1089.57,68.58,Boleto,Online,BA,M,1960-12-15
44777,855.755.107-00,2024-11-27,Máquinas,AgroMax,Empresa B,P0151,5,28509.24,2375.31,Boleto,Loja,MG,F,1963-09-03
44778,797.548.820-88,2024-11-27,Sementes,AgriPlus,Empresa A,P0047,8,5360.74,517.82,Cartão,Online,PR,F,1996-07-24
44779,164.522.273-00,2024-11-27,Sementes,CampoForte,Empresa B,P0007,8,11889.21,789.27,Cartão,Online,PR,F,1958-10-18
44780,059.871.814-10,2024-11-27,Fertilizantes,AgriPlus,Empresa B,P0101,1,996.72,96.08,Boleto,Loja,MT,M,2004-05-01
44781,700.015.950-24,2024-11-27,Sementes,VerdeTech,Empresa A,P0030,9,18867.95,1697.95,PIX,Representante,GO,F,1967-11-21
44782,671.784.335-74,2024-11-27,Sementes,AgroMax,Empresa C,P0015,1,861.79,34.12,Cartão,Representante,PR,F,1987-11-08
44783,672.503.996-08,2024-11-27,Máquinas,AgriPlus,Empresa C,P0170,7,129196.32,2235.96,Boleto,Loja,RS,F,2001-07-25
44784,319.395.959-67,2024-11-27,Fertilizantes,CampoForte,Empresa C,P0117,6,5183.2,149.6,Cartão,Representante,PR,M,1998-09-20
44785,580.907.994-69,2024-11-27,Fertilizantes,CampoForte,Empresa A,P0115,1,901.32,39.2,PIX,Representante,PR,M,2003-02-08
44786,659.385.734-32,2024-11-27,Fertilizantes,AgriPlus,Empresa C,P0103,8,5771.24,745.4,Boleto,Loja,MT,M,1970-12-10
44787,994.820.774-23,2024-11-27,Fertilizantes,AgriPlus,Empresa C,P0125,5,1825.36,104.29,PIX,Loja,PR,F,1953-12-24
44788,499.077.690-96,2024-11-27,Fertilizantes,CampoForte,Empresa A,P0128,4,7007.22,136.06,PIX,Online,PR,M,2006-10-17
44789,708.516.187-66,2024-11-27,Sementes,AgroMax,Empresa A,P0042,4,3313.27,220.69,PIX,Loja,GO,F,1962-11-17
44790,518.737.962-34,2024-11-27,Máquinas,AgriPlus,Empresa A,P0148,4,29575.09,516.07,Cartão,Loja,MT,M,1962-01-10
44791,549.947.700-00,2024-11-27,Sementes,CampoForte,Empresa B,P0045,5,4129.91,128.89,PIX,Loja,GO,M,1984-01-24
44792,928.996.955-50,2024-11-27,Fertilizantes,VerdeTech,Empresa C,P0136,10,9751.32,895.88,PIX,Representante,BA,M,1986-09-25
44793,302.716.656-53,2024-11-27,Defensivos,VerdeTech,Empresa A,P0095,10,15568.63,963.47,Boleto,Online,GO,F,1973-04-12
44794,070.633.437-00,2024-11-27,Fertilizantes,CampoForte,Empresa B,P0110,4,4225.92,98.8,Cartão,Representante,MT,M,2006-07-06
44795,248.750.334-35,2024-11-27,Máquinas,AgriPlus,Empresa B,P0152,5,17764.37,1831.93,PIX,Online,PR,M,1957-05-06
44796,383.853.106-06,2024-11-27,Fertilizantes,AgroMax,Empresa B,P0129,5,8567.44,277.16,Cartão,Loja,PR,M,1981-06-12
44797,846.488.657-82,2024-11-27,Fertilizantes,AgriPlus,Empresa B,P0107,7,7358.88,139.31,PIX,Representante,PR,F,1985-09-03
44798,816.623.672-95,2024-11-27,Máquinas,CampoForte,Empresa B,P0167,8,71028.59,7510.45,PIX,Online,BA,M,2002-08-08
44799,258.272.854-39,2024-11-27,Fertilizantes,AgriPlus,Empresa B,P0136,8,3432.44,580.04,Boleto,Loja,PR,M,1948-08-15
44800,326.051.037-06,2024-11-27,Defensivos,VerdeTech,Empresa B,P0071,7,4837.11,505.36,Boleto,Loja,PR,F,1951-07-25
44801,483.171.148-99,2024-11-27,Fertilizantes,VerdeTech,Empresa B,P0112,2,1259.97,111.55,Cartão,Loja,RS,M,1997-12-24
44802,513.846.709-39,2024-11-27,Sementes,AgroMax,Empresa C,P0012,3,5677.82,115.78,Cartão,Representante,MT,M,1967-05-18
44803,316.124.335-88,2024-11-27,Defensivos,CampoForte,Empresa A,P0083,1,927.63,41.98,Cartão,Representante,RS,M,1979-04-24
44804,937.691.521-66,2024-11-27,Defensivos,AgriPlus,Empresa B,P0061,2,1620.06,77.98,Boleto,Representante,PR,F,2001-05-26
44805,351.442.968-58,2024-11-27,Fertilizantes,AgroMax,Empresa A,P0102,9,5357.69,621.01,Cartão,Online,BA,F,1956-02-09
44806,612.976.729-33,2024-11-27,Sementes,CampoForte,Empresa B,P0023,4,3238.34,314.86,Cartão,Representante,MG,M,1958-12-01
44807,810.838.325-06,2024-11-27,Sementes,AgroMax,Empresa C,P0037,7,6988.36,566.46,Cartão,Online,GO,F,2003-07-01
44808,684.195.867-57,2024-11-27,Sementes,CampoForte,Empresa A,P0032,3,2923.31,311.29,Boleto,Representante,PR,M,1971-11-04
44809,016.378.096-03,2024-11-27,Fertilizantes,VerdeTech,Empresa C,P0134,6,5373.22,510.44,Boleto,Representante,BA,M,1997-07-16
44810,873.334.464-76,2024-11-27,Sementes,AgroMax,Empresa A,P0017,5,5659.81,241.69,Cartão,Representante,BA,M,1995-06-18
44811,089.670.681-82,2024-11-27,Máquinas,VerdeTech,Empresa C,P0163,1,18790.93,850.46,Boleto,Online,MT,F,1988-07-29
44812,138.518.147-89,2024-11-27,Máquinas,AgriPlus,Empresa A,P0180,7,51999.94,4416.7,PIX,Loja,MG,M,1970-05-31
44813,233.530.288-46,2024-11-27,Máquinas,AgroMax,Empresa A,P0171,10,76546.86,7570.24,Boleto,Representante,MT,M,1971-07-27
44814,741.641.100-90,2024-11-27,Defensivos,AgroMax,Empresa B,P0076,7,5905.87,76.26,Cartão,Loja,GO,F,1993-10-13
44815,623.583.471-32,2024-11-27,Defensivos,AgroMax,Empresa A,P0072,8,8286.42,1129.18,Boleto,Representante,PR,F,1985-12-20
44816,365.028.544-43,2024-11-27,Sementes,AgroMax,Empresa B,P0022,7,3255.25,183.01,Boleto,Loja,RS,M,1991-01-31
44817,635.453.512-46,2024-11-27,Fertilizantes,AgriPlus,Empresa A,P0114,8,8667.37,513.11,PIX,Loja,RS,M,1966-09-09
44818,795.516.038-00,2024-11-27,Defensivos,CampoForte,Empresa B,P0094,6,4542.3,525.24,Boleto,Loja,MG,M,1968-11-04
44819,872.312.314-11,2024-11-27,Defensivos,CampoForte,Empresa C,P0084,5,7397.12,703.18,Cartão,Online,GO,F,1975-08-20
44820,846.488.657-82,2024-11-27,Máquinas,AgroMax,Empresa C,P0149,4,68462.69,2654.27,PIX,Representante,PR,F,1985-09-03
44821,274.749.152-86,2024-11-27,Fertilizantes,AgriPlus,Empresa B,P0128,1,1477.61,186.67,PIX,Representante,MT,F,2004-09-01
44822,572.860.204-55,2024-11-27,Máquinas,CampoForte,Empresa A,P0177,1,10255.13,913.91,PIX,Online,PR,F,1985-09-17
44823,402.417.389-89,2024-11-27,Fertilizantes,CampoForte,Empresa A,P0134,6,8371.64,772.06,Boleto,Representante,PR,F,1951-09-16
44824,893.143.567-36,2024-11-27,Máquinas,VerdeTech,Empresa C,P0148,1,6208.58,494.26,Cartão,Loja,MT,M,1983-05-20
44825,113.975.502-10,2024-11-28,Sementes,VerdeTech,Empresa B,P0025,1,509.3,45.75,PIX,Loja,GO,M,1986-06-20
44826,335.376.448-84,2024-11-28,Máquinas,AgriPlus,Empresa B,P0161,1,9707.28,531.5,PIX,Online,MT,M,1994-04-07
44827,850.265.188-93,2024-11-28,Máquinas,CampoForte,Empresa C,P0154,7,22431.36,1041.39,Cartão,Representante,GO,M,1956-03-29
44828,659.126.450-70,2024-11-28,Máquinas,VerdeTech,Empresa A,P0149,10,52381.67,1729.03,Cartão,Online,PR,F,1961-07-31
44829,780.048.028-34,2024-11-28,Fertilizantes,CampoForte,Empresa C,P0123,2,1299.89,173.31,Boleto,Online,PR,M,1961-08-31
44830,671.784.335-74,2024-11-28,Máquinas,VerdeTech,Empresa B,P0161,2,14982.65,826.75,Boleto,Loja,PR,F,1987-11-08
44831,317.501.991-90,2024-11-28,Máquinas,AgriPlus,Empresa B,P0165,2,12613.59,912.93,PIX,Representante,RS,M,1948-06-28
44832,506.280.306-30,2024-11-28,Máquinas,VerdeTech,Empresa A,P0178,8,35913.97,2244.51,PIX,Loja,RS,F,1976-03-08
44833,152.005.987-61,2024-11-28,Fertilizantes,AgriPlus,Empresa A,P0120,5,6486.77,286.53,Cartão,Representante,RS,M,1955-07-27
44834,308.242.819-34,2024-11-28,Fertilizantes,VerdeTech,Empresa C,P0136,10,52377.23,3422.87,PIX,Online,MG,F,2007-10-06
44835,506.280.306-30,2024-11-28,Máquinas,VerdeTech,Empresa A,P0142,9,122578.23,7165.23,Cartão,Representante,RS,F,1976-03-08
44836,254.965.977-57,2024-11-28,Defensivos,CampoForte,Empresa A,P0092,6,17504.93,1271.65,Cartão,Representante,PR,M,1987-11-04
44837,380.315.879-65,2024-11-28,Sementes,VerdeTech,Empresa A,P0030,8,6644.74,783.82,Boleto,Online,MT,F,1955-01-24
44838,331.354.429-00,2024-11-28,Sementes,CampoForte,Empresa B,P0020,2,1356.6,73.5,Cartão,Loja,RS,M,2004-08-04
44839,580.314.930-65,2024-11-28,Sementes,AgroMax,Empresa C,P0024,3,2595.77,235.36,Boleto,Loja,GO,M,1962-06-15
44840,147.816.397-63,2024-11-28,Defensivos,VerdeTech,Empresa A,P0076,4,1962.23,147.25,Boleto,Representante,MT,F,1951-06-19
44841,218.476.846-45,2024-11-28,Fertilizantes,VerdeTech,Empresa B,P0132,6,3538.3,188.12,Boleto,Loja,PR,F,1986-10-05
44842,961.028.061-74,2024-11-28,Defensivos,VerdeTech,Empresa A,P0065,4,15608.64,895.84,PIX,Representante,PR,F,1982-08-03
44843,795.761.521-00,2024-11-28,Fertilizantes,AgriPlus,Empresa C,P0117,8,5475.09,589.71,PIX,Online,RS,F,1986-07-29
44844,183.504.228-74,2024-11-28,Defensivos,VerdeTech,Empresa A,P0091,4,1266.5,136.9,PIX,Online,PR,M,1956-01-11
44845,572.614.659-09,2024-11-28,Fertilizantes,CampoForte,Empresa C,P0125,6,5030.73,330.57,Cartão,Online,PR,F,1966-08-10
44846,953.962.184-44,2024-11-28,Fertilizantes,AgriPlus,Empresa B,P0134,3,4110.91,143.3,Boleto,Loja,PR,M,1967-08-04
44847,369.852.261-67,2024-11-28,Máquinas,CampoForte,Empresa B,P0155,6,108047.87,4459.69,Cartão,Online,BA,F,1980-02-26
44848,134.527.099-22,2024-11-28,Máquinas,AgroMax,Empresa B,P0178,2,10758.31,627.39,PIX,Representante,GO,F,1957-01-17
44849,764.250.662-70,2024-11-28,Fertilizantes,CampoForte,Empresa B,P0139,9,8872.58,473.92,PIX,Representante,BA,F,1981-05-20
44850,962.787.114-19,2024-11-28,Sementes,AgriPlus,Empresa C,P0026,8,5228.1,236.14,PIX,Loja,MT,F,1973-05-16
44851,323.760.367-80,2024-11-28,Máquinas,CampoForte,Empresa C,P0165,10,168485.74,6134.96,PIX,Representante,PR,M,1980-05-12
44852,981.566.522-74,2024-11-28,Máquinas,AgriPlus,Empresa C,P0158,5,32586.92,2716.88,Cartão,Representante,BA,F,1958-08-21
44853,034.292.073-12,2024-11-28,Máquinas,AgriPlus,Empresa C,P0145,6,21483.61,914.81,PIX,Representante,RS,F,1974-03-08
44854,934.664.077-45,2024-11-28,Fertilizantes,CampoForte,Empresa A,P0136,2,2704.5,121.46,Cartão,Loja,PR,F,1948-04-15
44855,845.362.466-65,2024-11-28,Defensivos,VerdeTech,Empresa B,P0091,3,1620.38,120.37,PIX,Representante,MG,M,1958-02-13
44856,183.504.228-74,2024-11-28,Fertilizantes,VerdeTech,Empresa A,P0136,6,7757.17,306.05,Cartão,Online,PR,M,1956-01-11
44857,471.430.505-04,2024-11-28,Defensivos,AgriPlus,Empresa B,P0087,5,6058.66,363.34,Cartão,Online,GO,M,1982-12-27
44858,325.088.711-09,2024-11-28,Defensivos,CampoForte,Empresa A,P0068,7,7352.61,345.15,Cartão,Online,GO,M,2004-05-09
44859,979.057.721-44,2024-11-28,Sementes,CampoForte,Empresa A,P0006,9,4048.82,488.98,PIX,Online,MG,F,2004-05-16
44860,170.137.361-04,2024-11-28,Defensivos,AgriPlus,Empresa A,P0077,6,3783.84,641.88,Boleto,Representante,BA,M,1999-02-16
