transacao_id,cpf,data_compra,split,churn_label,proxima_categoria,proximo_valor_bucket
54575,470.222.464-67,2025-03-18,train,0.0,Defensivos,1.0
54803,470.222.464-67,2025-03-20,train,0.0,Fertilizantes,7.0
57479,470.222.464-67,2025-04-20,train,0.0,Fertilizantes,5.0
60233,470.222.464-67,2025-05-22,train,0.0,Defensivos,6.0
60286,470.222.464-67,2025-05-23,train,0.0,Fertilizantes,7.0
61548,470.222.464-67,2025-06-06,train,1.0,Fertilizantes,5.0
72774,470.222.464-67,2025-10-13,train,0.0,Fertilizantes,6.0
73277,470.222.464-67,2025-10-18,train,0.0,Defensivos,5.0
77262,470.222.464-67,2025-12-02,val,0.0,Fertilizantes,8.0
79763,470.222.464-67,2025-12-30,val,0.0,Fertilizantes,6.0
86578,470.222.464-67,2026-03-17,test,0.0,Fertilizantes,7.0
90476,470.222.464-67,2026-04-29,test,0.0,Fertilizantes,3.0
93939,470.222.464-67,2026-06-05,test,0.0,Fertilizantes,7.0
98099,470.222.464-67,2026-07-15,test,,,
43280,470.296.594-81,2024-11-10,train,1.0,,
47531,470.314.314-33,2024-12-28,train,1.0,,
6733,470.542.315-11,2023-09-26,train,0.0,Máquinas,9.0
12908,470.542.315-11,2023-12-03,train,0.0,Sementes,9.0
13012,470.542.315-11,2023-12-04,train,1.0,Sementes,3.0
39518,470.542.315-11,2024-09-28,train,0.0,Sementes,8.0
42628,470.542.315-11,2024-11-02,train,0.0,Máquinas,0.0
45969,470.542.315-11,2024-12-10,train,0.0,Sementes,9.0
50588,470.542.315-11,2025-01-31,train,0.0,Fertilizantes,7.0
59190,470.542.315-11,2025-05-10,train,0.0,Máquinas,7.0
65710,470.542.315-11,2025-07-25,train,0.0,Fertilizantes,1.0
75405,470.542.315-11,2025-11-11,val,0.0,Máquinas,1.0
78029,470.542.315-11,2025-12-10,val,1.0,Defensivos,4.0
91608,470.542.315-11,2026-05-12,test,,,
3617,470.674.057-69,2023-08-26,train,0.0,Sementes,7.0
4036,470.674.057-69,2023-08-30,train,0.0,Fertilizantes,1.0
13206,470.674.057-69,2023-12-06,train,1.0,Defensivos,2.0
27704,470.674.057-69,2024-05-19,train,0.0,Defensivos,9.0
28739,470.674.057-69,2024-05-30,train,0.0,Fertilizantes,2.0
30716,470.674.057-69,2024-06-21,train,0.0,Fertilizantes,4.0
35990,470.674.057-69,2024-08-19,train,0.0,Sementes,3.0
40135,470.674.057-69,2024-10-05,train,0.0,Máquinas,8.0
42276,470.674.057-69,2024-10-29,train,0.0,Sementes,3.0
51459,470.674.057-69,2025-02-10,train,1.0,Fertilizantes,8.0
66753,470.674.057-69,2025-08-05,train,0.0,Máquinas,1.0
74881,470.674.057-69,2025-11-06,val,1.0,Fertilizantes,9.0
92543,470.674.057-69,2026-05-22,test,,,
11452,470.702.237-57,2023-11-17,train,0.0,Fertilizantes,9.0
18865,470.702.237-57,2024-02-08,train,0.0,Fertilizantes,9.0
21376,470.702.237-57,2024-03-07,train,0.0,Defensivos,6.0
24314,470.702.237-57,2024-04-10,train,0.0,Fertilizantes,1.0
24315,470.702.237-57,2024-04-10,train,0.0,Fertilizantes,5.0
24631,470.702.237-57,2024-04-13,train,1.0,Fertilizantes,2.0
47576,470.702.237-57,2024-12-28,train,0.0,Fertilizantes,6.0
48325,470.702.237-57,2025-01-06,train,0.0,Máquinas,0.0
52751,470.702.237-57,2025-02-25,train,0.0,Fertilizantes,4.0
55863,470.702.237-57,2025-04-01,train,0.0,Fertilizantes,9.0
57842,470.702.237-57,2025-04-24,train,0.0,Defensivos,4.0
58059,470.702.237-57,2025-04-26,train,0.0,Fertilizantes,9.0
62065,470.702.237-57,2025-06-13,train,0.0,Sementes,5.0
64663,470.702.237-57,2025-07-12,train,0.0,Sementes,4.0
65124,470.702.237-57,2025-07-18,train,0.0,Fertilizantes,1.0
69054,470.702.237-57,2025-09-01,train,0.0,Fertilizantes,8.0
69620,470.702.237-57,2025-09-07,train,0.0,Fertilizantes,8.0
70877,470.702.237-57,2025-09-21,train,1.0,,
16458,470.826.402-00,2024-01-11,train,1.0,,
12587,470.865.714-58,2023-11-29,train,1.0,Fertilizantes,7.0
34659,470.865.714-58,2024-08-04,train,1.0,Máquinas,4.0
45444,470.865.714-58,2024-12-04,train,0.0,Fertilizantes,2.0
50903,470.865.714-58,2025-02-04,train,1.0,Fertilizantes,1.0
64184,470.865.714-58,2025-07-07,train,0.0,Defensivos,3.0
65019,470.865.714-58,2025-07-16,train,0.0,Fertilizantes,8.0
68623,470.865.714-58,2025-08-27,train,1.0,,
40578,470.894.303-24,2024-10-10,train,1.0,,
40218,470.905.918-75,2024-10-06,train,0.0,Máquinas,5.0
44754,470.905.918-75,2024-11-27,train,0.0,Máquinas,5.0
47914,470.905.918-75,2025-01-01,train,1.0,,
39521,470.952.769-51,2024-09-28,train,1.0,Fertilizantes,8.0
63519,470.952.769-51,2025-06-29,train,1.0,,
2444,470.991.641-12,2023-08-15,train,0.0,Fertilizantes,1.0
9239,470.991.641-12,2023-10-24,train,0.0,Defensivos,9.0
16028,470.991.641-12,2024-01-06,train,0.0,Fertilizantes,7.0
16033,470.991.641-12,2024-01-06,train,0.0,Fertilizantes,2.0
16110,470.991.641-12,2024-01-07,train,0.0,Fertilizantes,2.0
17950,470.991.641-12,2024-01-28,train,0.0,Fertilizantes,9.0
18341,470.991.641-12,2024-02-02,train,0.0,Fertilizantes,8.0
19149,470.991.641-12,2024-02-11,train,0.0,Máquinas,3.0
19253,470.991.641-12,2024-02-12,train,0.0,Fertilizantes,2.0
24856,470.991.641-12,2024-04-16,train,0.0,Defensivos,0.0
24883,470.991.641-12,2024-04-17,train,1.0,Fertilizantes,8.0
36038,470.991.641-12,2024-08-19,train,0.0,Fertilizantes,7.0
36301,470.991.641-12,2024-08-22,train,0.0,Defensivos,3.0
37095,470.991.641-12,2024-08-31,train,0.0,Fertilizantes,2.0
38758,470.991.641-12,2024-09-19,train,0.0,Fertilizantes,6.0
38852,470.991.641-12,2024-09-20,train,0.0,Máquinas,9.0
41320,470.991.641-12,2024-10-18,train,0.0,Fertilizantes,1.0
41951,470.991.641-12,2024-10-25,train,1.0,Fertilizantes,6.0
55193,470.991.641-12,2025-03-24,train,0.0,Fertilizantes,8.0
58815,470.991.641-12,2025-05-06,train,0.0,Fertilizantes,1.0
66571,470.991.641-12,2025-08-03,train,0.0,Fertilizantes,0.0
75461,470.991.641-12,2025-11-12,val,0.0,Fertilizantes,4.0
76123,470.991.641-12,2025-11-19,val,0.0,Sementes,8.0
82169,470.991.641-12,2026-01-26,val,0.0,Defensivos,3.0
84660,470.991.641-12,2026-02-23,test,0.0,Máquinas,3.0
88424,470.991.641-12,2026-04-07,test,0.0,Fertilizantes,2.0
90110,470.991.641-12,2026-04-25,test,0.0,Fertilizantes,9.0
93190,470.991.641-12,2026-05-29,test,0.0,Fertilizantes,3.0
93333,470.991.641-12,2026-05-30,test,0.0,Fertilizantes,1.0
95602,470.991.641-12,2026-06-22,test,0.0,Fertilizantes,0.0
96162,470.991.641-12,2026-06-28,test,0.0,Defensivos,8.0
96163,470.991.641-12,2026-06-28,test,0.0,Fertilizantes,8.0
97195,470.991.641-12,2026-07-07,test,0.0,Fertilizantes,4.0
99863,470.991.641-12,2026-07-27,test,,,
68444,471.145.832-81,2025-08-25,train,1.0,,
5237,471.155.402-50,2023-09-11,train,0.0,Máquinas,5.0
12744,471.155.402-50,2023-12-01,train,0.0,Máquinas,1.0
12957,471.155.402-50,2023-12-03,train,0.0,Fertilizantes,4.0
20367,471.155.402-50,2024-02-24,train,0.0,Máquinas,8.0
21366,471.155.402-50,2024-03-07,train,0.0,Máquinas,8.0
21981,471.155.402-50,2024-03-13,train,0.0,Fertilizantes,0.0
29662,471.155.402-50,2024-06-09,train,0.0,Fertilizantes,4.0
35194,471.155.402-50,2024-08-10,train,0.0,Máquinas,8.0
44987,471.155.402-50,2024-11-29,train,0.0,Fertilizantes,5.0
45311,471.155.402-50,2024-12-03,train,0.0,Sementes,3.0
46388,471.155.402-50,2024-12-14,train,0.0,Defensivos,7.0
46652,471.155.402-50,2024-12-17,train,0.0,Fertilizantes,5.0
46708,471.155.402-50,2024-12-18,train,0.0,Defensivos,8.0
54995,471.155.402-50,2025-03-22,train,1.0,Máquinas,2.0
72926,471.155.402-50,2025-10-14,train,1.0,Sementes,1.0
90696,471.155.402-50,2026-05-01,test,0.0,Fertilizantes,6.0
90792,471.155.402-50,2026-05-02,test,0.0,Defensivos,4.0
99355,471.155.402-50,2026-07-24,test,0.0,Fertilizantes,8.0
99510,471.155.402-50,2026-07-25,test,,,
98663,471.157.738-66,2026-07-20,test,,,
6056,471.241.596-79,2023-09-19,train,1.0,Sementes,6.0
31242,471.241.596-79,2024-06-27,train,1.0,Defensivos,8.0
48504,471.241.596-79,2025-01-08,train,0.0,Fertilizantes,3.0
49738,471.241.596-79,2025-01-22,train,0.0,Defensivos,8.0
57963,471.241.596-79,2025-04-25,train,0.0,Defensivos,7.0
64249,471.241.596-79,2025-07-07,train,0.0,Defensivos,1.0
65013,471.241.596-79,2025-07-16,train,0.0,Defensivos,0.0
67417,471.241.596-79,2025-08-13,train,0.0,Sementes,7.0
70279,471.241.596-79,2025-09-15,train,0.0,Defensivos,5.0
79913,471.241.596-79,2025-12-31,val,0.0,Defensivos,1.0
86496,471.241.596-79,2026-03-16,test,0.0,Máquinas,4.0
87005,471.241.596-79,2026-03-22,test,1.0,,
22546,471.271.749-11,2024-03-20,train,0.0,Máquinas,6.0
28305,471.271.749-11,2024-05-25,train,0.0,Máquinas,4.0
31182,471.271.749-11,2024-06-26,train,1.0,Sementes,2.0
42215,471.271.749-11,2024-10-28,train,0.0,Máquinas,0.0
46038,471.271.749-11,2024-12-11,train,1.0,Máquinas,5.0
59763,471.271.749-11,2025-05-17,train,0.0,Máquinas,7.0
61235,471.271.749-11,2025-06-03,train,1.0,Máquinas,3.0
84833,471.271.749-11,2026-02-25,test,0.0,Máquinas,3.0
86980,471.271.749-11,2026-03-22,test,0.0,Defensivos,9.0
95981,471.271.749-11,2026-06-26,test,,,
305,471.299.939-01,2023-07-30,train,0.0,Defensivos,5.0
989,471.299.939-01,2023-08-03,train,0.0,Sementes,9.0
2122,471.299.939-01,2023-08-12,train,1.0,Sementes,9.0
15421,471.299.939-01,2023-12-30,train,0.0,Fertilizantes,1.0
15603,471.299.939-01,2024-01-01,train,0.0,Sementes,4.0
25170,471.299.939-01,2024-04-20,train,0.0,Sementes,2.0
26561,471.299.939-01,2024-05-06,train,0.0,Fertilizantes,6.0
27191,471.299.939-01,2024-05-13,train,0.0,Defensivos,5.0
29889,471.299.939-01,2024-06-11,train,0.0,Sementes,1.0
30540,471.299.939-01,2024-06-19,train,0.0,Sementes,6.0
31248,471.299.939-01,2024-06-27,train,0.0,Sementes,7.0
31305,471.299.939-01,2024-06-28,train,0.0,Defensivos,8.0
39182,471.299.939-01,2024-09-24,train,0.0,Sementes,0.0
42155,471.299.939-01,2024-10-28,train,0.0,Sementes,3.0
45286,471.299.939-01,2024-12-02,train,0.0,Defensivos,3.0
50835,471.299.939-01,2025-02-03,train,0.0,Sementes,0.0
50910,471.299.939-01,2025-02-04,train,0.0,Sementes,8.0
53684,471.299.939-01,2025-03-07,train,0.0,Sementes,8.0
58099,471.299.939-01,2025-04-27,train,0.0,Sementes,8.0
58948,471.299.939-01,2025-05-08,train,0.0,Defensivos,3.0
62181,471.299.939-01,2025-06-14,train,0.0,Sementes,6.0
62990,471.299.939-01,2025-06-23,train,0.0,Sementes,3.0
73507,471.299.939-01,2025-10-21,train,0.0,Sementes,5.0
73949,471.299.939-01,2025-10-26,train,0.0,Sementes,8.0
74045,471.299.939-01,2025-10-27,train,0.0,Sementes,7.0
77356,471.299.939-01,2025-12-03,val,0.0,Sementes,2.0
77419,471.299.939-01,2025-12-04,val,0.0,Sementes,1.0
77546,471.299.939-01,2025-12-05,val,0.0,Sementes,1.0
80075,471.299.939-01,2026-01-02,val,0.0,Defensivos,3.0
83527,471.299.939-01,2026-02-10,test,0.0,Defensivos,3.0
85834,471.299.939-01,2026-03-09,test,0.0,Sementes,4.0
88932,471.299.939-01,2026-04-12,test,0.0,Fertilizantes,2.0
91242,471.299.939-01,2026-05-08,test,0.0,Defensivos,9.0
92054,471.299.939-01,2026-05-17,test,0.0,Sementes,7.0
98195,471.299.939-01,2026-07-16,test,0.0,Fertilizantes,5.0
98631,471.299.939-01,2026-07-19,test,0.0,Sementes,3.0
99897,471.299.939-01,2026-07-27,test,,,
9929,471.328.727-02,2023-10-31,train,0.0,Máquinas,0.0
12181,471.328.727-02,2023-11-25,train,1.0,Máquinas,5.0
50964,471.328.727-02,2025-02-04,train,1.0,Sementes,3.0
82606,471.328.727-02,2026-01-30,test,0.0,Máquinas,1.0
88723,471.328.727-02,2026-04-10,test,0.0,Máquinas,3.0
93641,471.328.727-02,2026-06-02,test,0.0,Sementes,8.0
98466,471.328.727-02,2026-07-18,test,,,
7989,471.424.757-30,2023-10-10,train,1.0,,
12665,471.430.505-04,2023-11-30,train,0.0,Máquinas,5.0
16548,471.430.505-04,2024-01-12,train,1.0,Defensivos,6.0
44857,471.430.505-04,2024-11-28,train,0.0,Sementes,8.0
46566,471.430.505-04,2024-12-16,train,0.0,Máquinas,2.0
46613,471.430.505-04,2024-12-17,train,0.0,Sementes,3.0
48179,471.430.505-04,2025-01-04,train,0.0,Sementes,7.0
54296,471.430.505-04,2025-03-14,train,0.0,Sementes,9.0
59918,471.430.505-04,2025-05-19,train,1.0,Fertilizantes,0.0
75213,471.430.505-04,2025-11-09,val,0.0,Sementes,5.0
82935,471.430.505-04,2026-02-03,test,0.0,Sementes,4.0
85204,471.430.505-04,2026-03-01,test,1.0,Fertilizantes,8.0
96846,471.430.505-04,2026-07-04,test,,,
63664,471.502.080-70,2025-07-01,train,1.0,,
8503,471.528.918-00,2023-10-15,train,0.0,Fertilizantes,9.0
10023,471.528.918-00,2023-11-01,train,0.0,Fertilizantes,8.0
10072,471.528.918-00,2023-11-02,train,0.0,Máquinas,4.0
10608,471.528.918-00,2023-11-07,train,0.0,Fertilizantes,8.0
18741,471.528.918-00,2024-02-06,train,0.0,Sementes,0.0
24899,471.528.918-00,2024-04-17,train,0.0,Fertilizantes,6.0
31537,471.528.918-00,2024-06-30,train,0.0,Fertilizantes,1.0
34925,471.528.918-00,2024-08-07,train,1.0,Sementes,0.0
45994,471.528.918-00,2024-12-10,train,0.0,Máquinas,7.0
55184,471.528.918-00,2025-03-24,train,0.0,Defensivos,4.0
57796,471.528.918-00,2025-04-23,train,1.0,Defensivos,4.0
81836,471.528.918-00,2026-01-22,val,1.0,Defensivos,5.0
99606,471.528.918-00,2026-07-26,test,,,
33129,471.576.192-02,2024-07-18,train,1.0,Máquinas,6.0
56279,471.576.192-02,2025-04-06,train,0.0,Sementes,8.0
56664,471.576.192-02,2025-04-10,train,1.0,Sementes,0.0
68037,471.576.192-02,2025-08-20,train,1.0,,
92292,471.602.755-43,2026-05-19,test,,,
9069,471.616.851-41,2023-10-22,train,0.0,Sementes,7.0
11062,471.616.851-41,2023-11-12,train,0.0,Sementes,3.0
20588,471.616.851-41,2024-02-27,train,1.0,Fertilizantes,2.0
33950,471.616.851-41,2024-07-27,train,0.0,Sementes,2.0
36135,471.616.851-41,2024-08-21,train,1.0,Defensivos,8.0
51240,471.616.851-41,2025-02-08,train,1.0,Sementes,1.0
77803,471.616.851-41,2025-12-08,val,1.0,,
3587,471.710.662-82,2023-08-26,train,1.0,Sementes,1.0
32440,471.710.662-82,2024-07-10,train,0.0,Máquinas,5.0
38710,471.710.662-82,2024-09-18,train,0.0,Fertilizantes,3.0
44110,471.710.662-82,2024-11-19,train,0.0,Máquinas,4.0
44115,471.710.662-82,2024-11-19,train,0.0,Máquinas,5.0
53005,471.710.662-82,2025-02-28,train,1.0,Máquinas,5.0
79535,471.710.662-82,2025-12-27,val,1.0,,
45691,471.727.702-34,2024-12-07,train,1.0,,
9477,471.842.037-71,2023-10-26,train,1.0,Máquinas,9.0
57820,471.842.037-71,2025-04-23,train,1.0,Máquinas,5.0
83328,471.842.037-71,2026-02-08,test,0.0,Sementes,6.0
83552,471.842.037-71,2026-02-10,test,1.0,,
12267,472.243.338-08,2023-11-26,train,1.0,,
26017,472.278.190-78,2024-04-30,train,1.0,Defensivos,7.0
38558,472.278.190-78,2024-09-17,train,1.0,Máquinas,3.0
79306,472.278.190-78,2025-12-24,val,0.0,Máquinas,5.0
80263,472.278.190-78,2026-01-04,val,1.0,Defensivos,5.0
95108,472.278.190-78,2026-06-17,test,,,
71473,472.384.761-85,2025-09-28,train,0.0,Defensivos,1.0
75772,472.384.761-85,2025-11-15,val,1.0,,
4369,472.474.539-82,2023-09-02,train,0.0,Máquinas,9.0
6187,472.474.539-82,2023-09-21,train,1.0,Máquinas,0.0
24420,472.474.539-82,2024-04-11,train,0.0,Máquinas,3.0
24820,472.474.539-82,2024-04-16,train,0.0,Máquinas,5.0
34488,472.474.539-82,2024-08-02,train,0.0,Sementes,8.0
35073,472.474.539-82,2024-08-09,train,0.0,Máquinas,7.0
42504,472.474.539-82,2024-11-01,train,0.0,Máquinas,7.0
46782,472.474.539-82,2024-12-19,train,0.0,Máquinas,3.0
47202,472.474.539-82,2024-12-24,train,0.0,Fertilizantes,6.0
53461,472.474.539-82,2025-03-05,train,0.0,Máquinas,3.0
59152,472.474.539-82,2025-05-10,train,1.0,Fertilizantes,0.0
93564,472.474.539-82,2026-06-02,test,0.0,Sementes,0.0
96072,472.474.539-82,2026-06-27,test,,,
21160,472.532.065-09,2024-03-04,train,0.0,Sementes,2.0
27791,472.532.065-09,2024-05-20,train,0.0,Sementes,8.0
32758,472.532.065-09,2024-07-14,train,1.0,Sementes,2.0
52188,472.532.065-09,2025-02-18,train,1.0,Sementes,1.0
74601,472.532.065-09,2025-11-02,val,0.0,Sementes,7.0
75190,472.532.065-09,2025-11-09,val,0.0,Sementes,9.0
79389,472.532.065-09,2025-12-25,val,0.0,Máquinas,2.0
83650,472.532.065-09,2026-02-12,test,1.0,,
24429,472.639.440-14,2024-04-11,train,1.0,,
20283,472.648.634-92,2024-02-23,train,1.0,Defensivos,8.0
42573,472.648.634-92,2024-11-01,train,1.0,Defensivos,5.0
83176,472.648.634-92,2026-02-06,test,1.0,Defensivos,4.0
99767,472.648.634-92,2026-07-27,test,,,
5265,472.656.496-05,2023-09-11,train,1.0,,
68226,472.869.537-96,2025-08-22,train,1.0,,
26548,472.892.026-78,2024-05-06,train,0.0,Fertilizantes,0.0
27144,472.892.026-78,2024-05-13,train,0.0,Fertilizantes,3.0
31602,472.892.026-78,2024-06-30,train,1.0,Defensivos,8.0
49618,472.892.026-78,2025-01-20,train,1.0,Fertilizantes,1.0
96191,472.892.026-78,2026-06-28,test,,,
61960,472.902.170-39,2025-06-11,train,1.0,,
2247,472.976.239-89,2023-08-13,train,0.0,Máquinas,0.0
11311,472.976.239-89,2023-11-15,train,0.0,Máquinas,5.0
16177,472.976.239-89,2024-01-08,train,0.0,Máquinas,7.0
21050,472.976.239-89,2024-03-03,train,1.0,Fertilizantes,0.0
32042,472.976.239-89,2024-07-05,train,0.0,Fertilizantes,9.0
32047,472.976.239-89,2024-07-05,train,0.0,Máquinas,6.0
34154,472.976.239-89,2024-07-29,train,0.0,Defensivos,6.0
34828,472.976.239-89,2024-08-06,train,0.0,Máquinas,4.0
39257,472.976.239-89,2024-09-25,train,0.0,Defensivos,2.0
39433,472.976.239-89,2024-09-27,train,0.0,Máquinas,0.0
43043,472.976.239-89,2024-11-07,train,1.0,Máquinas,5.0
54179,472.976.239-89,2025-03-13,train,0.0,Sementes,6.0
55689,472.976.239-89,2025-03-30,train,1.0,Máquinas,9.0
75290,472.976.239-89,2025-11-10,val,1.0,Máquinas,0.0
92710,472.976.239-89,2026-05-24,test,,,
3696,473.024.840-66,2023-08-27,train,1.0,Defensivos,7.0
20988,473.024.840-66,2024-03-02,train,1.0,Fertilizantes,0.0
38361,473.024.840-66,2024-09-15,train,0.0,Fertilizantes,6.0
41945,473.024.840-66,2024-10-25,train,1.0,Fertilizantes,4.0
52924,473.024.840-66,2025-02-27,train,1.0,Defensivos,9.0
71272,473.024.840-66,2025-09-26,train,0.0,Fertilizantes,0.0
72637,473.024.840-66,2025-10-11,train,1.0,,
26556,473.032.321-17,2024-05-06,train,1.0,,
21632,473.130.447-47,2024-03-10,train,0.0,Defensivos,1.0
32139,473.130.447-47,2024-07-07,train,1.0,Defensivos,4.0
56814,473.130.447-47,2025-04-12,train,0.0,Máquinas,3.0
59679,473.130.447-47,2025-05-16,train,0.0,Fertilizantes,9.0
61971,473.130.447-47,2025-06-11,train,0.0,Defensivos,4.0
62830,473.130.447-47,2025-06-21,train,0.0,Fertilizantes,9.0
64661,473.130.447-47,2025-07-12,train,0.0,Defensivos,5.0
65270,473.130.447-47,2025-07-19,train,0.0,Defensivos,0.0
72810,473.130.447-47,2025-10-13,train,0.0,Defensivos,3.0
80165,473.130.447-47,2026-01-03,val,0.0,Sementes,4.0
80394,473.130.447-47,2026-01-06,val,1.0,Defensivos,1.0
94516,473.130.447-47,2026-06-11,test,,,
55150,473.146.353-07,2025-03-24,train,0.0,Defensivos,0.0
57533,473.146.353-07,2025-04-20,train,0.0,Defensivos,2.0
57863,473.146.353-07,2025-04-24,train,0.0,Defensivos,6.0
58277,473.146.353-07,2025-04-29,train,0.0,Defensivos,5.0
68076,473.146.353-07,2025-08-20,train,0.0,Defensivos,1.0
70952,473.146.353-07,2025-09-22,train,0.0,Máquinas,8.0
71065,473.146.353-07,2025-09-24,train,1.0,Defensivos,5.0
98873,473.146.353-07,2026-07-21,test,,,
46095,473.240.571-10,2024-12-11,train,1.0,,
55093,473.344.414-19,2025-03-23,train,1.0,,
277,473.527.935-00,2023-07-29,train,0.0,Fertilizantes,2.0
278,473.527.935-00,2023-07-29,train,0.0,Sementes,7.0
5871,473.527.935-00,2023-09-17,train,0.0,Fertilizantes,9.0
9541,473.527.935-00,2023-10-27,train,0.0,Fertilizantes,6.0
18390,473.527.935-00,2024-02-02,train,0.0,Fertilizantes,7.0
22525,473.527.935-00,2024-03-20,train,0.0,Fertilizantes,9.0
29335,473.527.935-00,2024-06-05,train,0.0,Fertilizantes,7.0
36269,473.527.935-00,2024-08-22,train,0.0,Sementes,4.0
40083,473.527.935-00,2024-10-04,train,0.0,Fertilizantes,2.0
46803,473.527.935-00,2024-12-19,train,0.0,Fertilizantes,4.0
51073,473.527.935-00,2025-02-06,train,0.0,Fertilizantes,6.0
51354,473.527.935-00,2025-02-09,train,0.0,Defensivos,0.0
55174,473.527.935-00,2025-03-24,train,0.0,Máquinas,0.0
60095,473.527.935-00,2025-05-21,train,0.0,Fertilizantes,6.0
62007,473.527.935-00,2025-06-12,train,0.0,Fertilizantes,3.0
68776,473.527.935-00,2025-08-28,train,1.0,Fertilizantes,9.0
99595,473.527.935-00,2026-07-26,test,,,
13271,473.555.908-63,2023-12-06,train,0.0,Sementes,9.0
14006,473.555.908-63,2023-12-15,train,0.0,Defensivos,5.0
14703,473.555.908-63,2023-12-22,train,1.0,Defensivos,0.0
53261,473.555.908-63,2025-03-03,train,1.0,Defensivos,3.0
67640,473.555.908-63,2025-08-15,train,0.0,Fertilizantes,3.0
71434,473.555.908-63,2025-09-28,train,0.0,Defensivos,4.0
82155,473.555.908-63,2026-01-26,val,1.0,Defensivos,4.0
97409,473.555.908-63,2026-07-09,test,,,
271,473.607.172-99,2023-07-29,train,1.0,Máquinas,4.0
49260,473.607.172-99,2025-01-16,train,1.0,Máquinas,4.0
63850,473.607.172-99,2025-07-03,train,0.0,Sementes,6.0
66815,473.607.172-99,2025-08-06,train,1.0,Sementes,5.0
99430,473.607.172-99,2026-07-25,test,,,
10711,473.645.299-42,2023-11-08,train,1.0,,
16933,473.661.462-50,2024-01-17,train,1.0,Sementes,3.0
60564,473.661.462-50,2025-05-26,train,1.0,,
14598,473.758.177-15,2023-12-21,train,0.0,Máquinas,7.0
19295,473.758.177-15,2024-02-12,train,0.0,Fertilizantes,8.0
25893,473.758.177-15,2024-04-29,train,1.0,,
22234,473.789.752-30,2024-03-17,train,1.0,Sementes,3.0
69866,473.789.752-30,2025-09-10,train,0.0,Sementes,4.0
72021,473.789.752-30,2025-10-05,train,1.0,Máquinas,9.0
91862,473.789.752-30,2026-05-14,test,0.0,Máquinas,9.0
92936,473.789.752-30,2026-05-26,test,,,
3747,473.797.978-32,2023-08-28,train,1.0,Defensivos,1.0
50909,473.797.978-32,2025-02-04,train,1.0,Fertilizantes,4.0
98518,473.797.978-32,2026-07-19,test,,,
18363,473.809.190-59,2024-02-02,train,1.0,Máquinas,6.0
52008,473.809.190-59,2025-02-16,train,1.0,,
358,473.911.097-03,2023-07-30,train,0.0,Defensivos,9.0
10534,473.911.097-03,2023-11-06,train,0.0,Sementes,5.0
13298,473.911.097-03,2023-12-07,train,1.0,Sementes,3.0
31181,473.911.097-03,2024-06-26,train,1.0,Máquinas,4.0
74984,473.911.097-03,2025-11-07,val,0.0,Máquinas,0.0
79046,473.911.097-03,2025-12-22,val,1.0,Defensivos,3.0
98204,473.911.097-03,2026-07-16,test,,,
66922,474.029.938-09,2025-08-07,train,1.0,,
9869,474.103.304-06,2023-10-30,train,1.0,,
83811,474.184.780-20,2026-02-13,test,1.0,,
47388,474.225.636-05,2024-12-26,train,1.0,Sementes,5.0
64391,474.225.636-05,2025-07-09,train,1.0,,
4173,474.226.494-02,2023-08-31,train,1.0,Fertilizantes,4.0
29381,474.226.494-02,2024-06-06,train,1.0,Máquinas,1.0
68171,474.226.494-02,2025-08-22,train,0.0,Sementes,8.0
69079,474.226.494-02,2025-09-01,train,1.0,Sementes,8.0
94990,474.226.494-02,2026-06-16,test,,,
66597,474.254.712-80,2025-08-04,train,1.0,,
85533,474.440.468-59,2026-03-05,test,1.0,,
7834,474.461.311-01,2023-10-08,train,0.0,Máquinas,2.0
18469,474.461.311-01,2024-02-03,train,0.0,Máquinas,2.0
20928,474.461.311-01,2024-03-02,train,1.0,Máquinas,0.0
42355,474.461.311-01,2024-10-30,train,1.0,Máquinas,4.0
59305,474.461.311-01,2025-05-12,train,0.0,Máquinas,1.0
59306,474.461.311-01,2025-05-12,train,1.0,Máquinas,4.0
82003,474.461.311-01,2026-01-24,val,1.0,,
14234,474.464.252-70,2023-12-17,train,1.0,,
44626,474.517.232-08,2024-11-25,train,1.0,Defensivos,4.0
78104,474.517.232-08,2025-12-11,val,1.0,,
12720,474.572.042-45,2023-12-01,train,0.0,Defensivos,2.0
16292,474.572.042-45,2024-01-09,train,1.0,Fertilizantes,1.0
30854,474.572.042-45,2024-06-22,train,0.0,Fertilizantes,0.0
39461,474.572.042-45,2024-09-27,train,0.0,Fertilizantes,1.0
41084,474.572.042-45,2024-10-16,train,1.0,Defensivos,3.0
52892,474.572.042-45,2025-02-27,train,1.0,Sementes,8.0
73967,474.572.042-45,2025-10-26,train,1.0,Sementes,8.0
93933,474.572.042-45,2026-06-05,test,,,
22703,474.674.446-72,2024-03-22,train,1.0,Máquinas,4.0
39301,474.674.446-72,2024-09-25,train,1.0,Máquinas,1.0
71119,474.674.446-72,2025-09-24,train,1.0,,
20763,474.743.484-46,2024-02-29,train,0.0,Defensivos,7.0
21941,474.743.484-46,2024-03-13,train,0.0,Sementes,2.0
26987,474.743.484-46,2024-05-11,train,0.0,Sementes,5.0
35238,474.743.484-46,2024-08-11,train,0.0,Sementes,9.0
38259,474.743.484-46,2024-09-14,train,1.0,Sementes,0.0
59787,474.743.484-46,2025-05-17,train,0.0,Máquinas,4.0
59800,474.743.484-46,2025-05-17,train,1.0,,
